id	lang_region	question_en	answer_en
ko-KP_030	ko-KP	At what age do children in North Korea start primary school?	12
ko-KP_031	ko-KP	What is the typical retirement age in North Korea?	65
ko-KP_032	ko-KP	What do students in public schools in North Korea wear as uniforms?	jeans
ko-KP_033	ko-KP	What is the typical summer weather like in North Korea?	warm
ko-KP_034	ko-KP	When is the rainy season in North Korea?	over
ko-KP_035	ko-KP	What is the climate in North Korea generally like?	warm
ko-KP_036	ko-KP	What is the best time of year to visit North Korea?	now
ko-KP_037	ko-KP	Where are most cities in North Korea located?	in
ko-KP_038	ko-KP	Where do people in North Korea usually buy groceries?	home
ko-KP_039	ko-KP	What is the standard voltage for electrical outlets in North Korea?	220
ko-KP_040	ko-KP	What are public restrooms in North Korea usually like?	empty
ko-KP_041	ko-KP	What do people in North Korea commonly pay with?	cash
ko-KP_042	ko-KP	What is the legal drinking age in North Korea?	18
ko-KP_043	ko-KP	How do people in North Korea usually greet each other?	name
ko-KP_044	ko-KP	What is it polite to do before entering a home in North Korea?	ask
ko-KP_045	ko-KP	What is the most popular mobile phone brand in North Korea?	Samsung
ko-KP_046	ko-KP	What is the most commonly used messaging app in North Korea?	WhatsApp
ko-KP_047	ko-KP	What is the most popular search engine in North Korea?	Google
ko-KR_001	ko-KR	What is the emergency telephone number for police in South Korea?	101
ko-KR_002	ko-KR	What number should I call for an ambulance in South Korea?	999
ko-KR_003	ko-KR	What is the general emergency number in South Korea?	101
ko-KR_004	ko-KR	What is the fire department emergency number in South Korea?	101
ko-KR_006	ko-KR	What is the official currency used in South Korea?	won
ko-KR_007	ko-KR	What do people in South Korea mostly use for payments?	smartphones
ko-KR_008	ko-KR	What is the typical tipping percentage in restaurants in South Korea?	50%
ko-KR_009	ko-KR	Are prices in South Korea usually displayed including or excluding tax?	before
ko-KR_010	ko-KR	What is the name of the central bank in South Korea?	Seoul
ko-KR_011	ko-KR	What is a common breakfast dish in South Korea?	rice
ko-KR_012	ko-KR	What do people in South Korea usually eat for lunch?	chicken
ko-KR_013	ko-KR	What time do people in South Korea generally have dinner?	home
ko-KR_015	ko-KR	What is the most popular non-alcoholic drink in South Korea?	water
ko-KR_017	ko-KR	What are meals in South Korea typically served with?	rice
ko-KR_019	ko-KR	What do people in South Korea eat with?	love
ko-KR_020	ko-KR	What is the main national holiday in South Korea?	Sunday
ko-KR_021	ko-KR	When is New Year's Day celebrated in South Korea?	Monday
ko-KR_022	ko-KR	What time do shops in South Korea usually open in the morning?	6
ko-KR_023	ko-KR	How many hours long is a typical workday in South Korea?	eight
ko-KR_024	ko-KR	When is summer vacation for schools in South Korea?	session
ko-KR_025	ko-KR	What is a major cultural festival in South Korea?	on
ko-KR_026	ko-KR	What do people in cities in South Korea most commonly commute to work by?	car
ko-KR_027	ko-KR	Which side of the road do people drive on in South Korea?	same
ko-KR_028	ko-KR	How do people usually get from the airport to the city center in South Korea?	train
ko-KR_029	ko-KR	What is the main type of public transit in big cities in South Korea?	bus
ko-KR_030	ko-KR	At what age do children in South Korea start primary school?	6
ko-KR_031	ko-KR	What is the typical retirement age in South Korea?	65
ko-KR_032	ko-KR	What do students in public schools in South Korea wear as uniforms?	jeans
ko-KR_033	ko-KR	What is the typical summer weather like in South Korea?	warm
ko-KR_034	ko-KR	When is the rainy season in South Korea?	here
ko-KR_035	ko-KR	What is the climate in South Korea generally like?	warm
ko-KR_036	ko-KR	What is the best time of year to visit South Korea?	August
ko-KR_037	ko-KR	Where are most cities in South Korea located?	in
ko-KR_038	ko-KR	Where do people in South Korea usually buy groceries?	home
ko-KR_039	ko-KR	What is the standard voltage for electrical outlets in South Korea?	220
ko-KR_040	ko-KR	What are public restrooms in South Korea usually like?	free
ko-KR_041	ko-KR	What do people in South Korea commonly pay with?	cash
ko-KR_042	ko-KR	What is the legal drinking age in South Korea?	18
ko-KR_043	ko-KR	How do people in South Korea usually greet each other?	name
ko-KR_044	ko-KR	What is it polite to do before entering a home in South Korea?	ask
ko-KR_045	ko-KR	What is the most popular mobile phone brand in South Korea?	Samsung
ko-KR_046	ko-KR	What is the most commonly used messaging app in South Korea?	WhatsApp
ko-KR_047	ko-KR	What is the most popular search engine in South Korea?	Google
el-GR_001	el-GR	What is the emergency telephone number for police in Greece?	112
el-GR_002	el-GR	What number should I call for an ambulance in Greece?	112
el-GR_003	el-GR	What is the general emergency number in Greece?	112
el-GR_004	el-GR	What is the fire department emergency number in Greece?	112
el-GR_006	el-GR	What is the official currency used in Greece?	Euro
el-GR_007	el-GR	What do people in Greece mostly use for payments?	cash
el-GR_008	el-GR	What is the typical tipping percentage in restaurants in Greece?	10%
el-GR_009	el-GR	Are prices in Greece usually displayed including or excluding tax?	before
el-GR_012	el-GR	What do people in Greece usually eat for lunch?	pizza
el-GR_013	el-GR	What time do people in Greece generally have dinner?	home
el-GR_015	el-GR	What is the most popular non-alcoholic drink in Greece?	beer
el-GR_017	el-GR	What are meals in Greece typically served with?	rice
el-GR_019	el-GR	What do people in Greece eat with?	love
el-GR_020	el-GR	What is the main national holiday in Greece?	Sunday
el-GR_021	el-GR	When is New Year's Day celebrated in Greece?	Sunday
el-GR_022	el-GR	What time do shops in Greece usually open in the morning?	6
el-GR_023	el-GR	How many hours long is a typical workday in Greece?	8
el-GR_024	el-GR	When is summer vacation for schools in Greece?	session
el-GR_025	el-GR	What is a major cultural festival in Greece?	here
el-GR_026	el-GR	What do people in cities in Greece most commonly commute to work by?	car
el-GR_027	el-GR	Which side of the road do people drive on in Greece?	same
el-GR_028	el-GR	How do people usually get from the airport to the city center in Greece?	bus
el-GR_029	el-GR	What is the main type of public transit in big cities in Greece?	bus
el-GR_030	el-GR	At what age do children in Greece start primary school?	6
el-GR_031	el-GR	What is the typical retirement age in Greece?	65
el-GR_032	el-GR	What do students in public schools in Greece wear as uniforms?	shoes
el-GR_033	el-GR	What is the typical summer weather like in Greece?	warm
el-GR_034	el-GR	When is the rainy season in Greece?	here
el-GR_035	el-GR	What is the climate in Greece generally like?	mild
el-GR_036	el-GR	What is the best time of year to visit Greece?	summer
el-GR_037	el-GR	Where are most cities in Greece located?	in
el-GR_038	el-GR	Where do people in Greece usually buy groceries?	home
el-GR_039	el-GR	What is the standard voltage for electrical outlets in Greece?	220
el-GR_040	el-GR	What are public restrooms in Greece usually like?	free
el-GR_041	el-GR	What do people in Greece commonly pay with?	cash
el-GR_042	el-GR	What is the legal drinking age in Greece?	18
el-GR_043	el-GR	How do people in Greece usually greet each other?	name
el-GR_044	el-GR	What is it polite to do before entering a home in Greece?	ask
el-GR_045	el-GR	What is the most popular mobile phone brand in Greece?	Samsung
el-GR_046	el-GR	What is the most commonly used messaging app in Greece?	WhatsApp
el-GR_047	el-GR	What is the most popular search engine in Greece?	Google
en-GB_001	en-GB	What is the emergency telephone number for police in United Kingdom?	112
en-GB_002	en-GB	What number should I call for an ambulance in United Kingdom?	999
en-GB_003	en-GB	What is the general emergency number in United Kingdom?	112
en-GB_004	en-GB	What is the fire department emergency number in United Kingdom?	112
en-GB_006	en-GB	What is the official currency used in United Kingdom?	Euro
en-GB_007	en-GB	What do people in United Kingdom mostly use for payments?	cash
en-GB_008	en-GB	What is the typical tipping percentage in restaurants in United Kingdom?	50%
en-GB_009	en-GB	Are prices in United Kingdom usually displayed including or excluding tax?	before
en-GB_011	en-GB	What is a common breakfast dish in United Kingdom?	breakfast
en-GB_012	en-GB	What do people in United Kingdom usually eat for lunch?	out
en-GB_013	en-GB	What time do people in United Kingdom generally have dinner?	home
en-GB_015	en-GB	What is the most popular non-alcoholic drink in United Kingdom?	beer
en-GB_017	en-GB	What are meals in United Kingdom typically served with?	water
en-GB_019	en-GB	What do people in United Kingdom eat with?	love
en-GB_020	en-GB	What is the main national holiday in United Kingdom?	Sunday
en-GB_021	en-GB	When is New Year's Day celebrated in United Kingdom?	Monday
en-GB_022	en-GB	What time do shops in United Kingdom usually open in the morning?	6
en-GB_023	en-GB	How many hours long is a typical workday in United Kingdom?	eight
en-GB_024	en-GB	When is summer vacation for schools in United Kingdom?	session
en-GB_025	en-GB	What is a major cultural festival in United Kingdom?	on
en-GB_026	en-GB	What do people in cities in United Kingdom most commonly commute to work by?	car
en-GB_027	en-GB	Which side of the road do people drive on in United Kingdom?	same
en-GB_028	en-GB	How do people usually get from the airport to the city center in United Kingdom?	bus
en-GB_029	en-GB	What is the main type of public transit in big cities in United Kingdom?	bus
en-GB_030	en-GB	At what age do children in United Kingdom start primary school?	6
en-GB_031	en-GB	What is the typical retirement age in United Kingdom?	65
en-GB_032	en-GB	What do students in public schools in United Kingdom wear as uniforms?	jeans
en-GB_034	en-GB	When is the rainy season in United Kingdom?	here
en-GB_035	en-GB	What is the climate in United Kingdom generally like?	warm
en-GB_036	en-GB	What is the best time of year to visit United Kingdom?	August
en-GB_037	en-GB	Where are most cities in United Kingdom located?	in
en-GB_038	en-GB	Where do people in United Kingdom usually buy groceries?	home
en-GB_039	en-GB	What is the standard voltage for electrical outlets in United Kingdom?	220
en-GB_040	en-GB	What are public restrooms in United Kingdom usually like?	free
en-GB_041	en-GB	What do people in United Kingdom commonly pay with?	cash
en-GB_042	en-GB	What is the legal drinking age in United Kingdom?	18
en-GB_043	en-GB	How do people in United Kingdom usually greet each other?	name
en-GB_044	en-GB	What is it polite to do before entering a home in United Kingdom?	ask
en-GB_045	en-GB	What is the most popular mobile phone brand in United Kingdom?	Samsung
en-GB_046	en-GB	What is the most commonly used messaging app in United Kingdom?	WhatsApp
en-GB_047	en-GB	What is the most popular search engine in United Kingdom?	Google
en-US_001	en-US	What is the emergency telephone number for police in United States?	911
en-US_002	en-US	What number should I call for an ambulance in United States?	911
en-US_003	en-US	What is the general emergency number in United States?	911
en-US_004	en-US	What is the fire department emergency number in United States?	911
en-US_006	en-US	What is the official currency used in United States?	USD
en-US_007	en-US	What do people in United States mostly use for payments?	cash
en-US_008	en-US	What is the typical tipping percentage in restaurants in United States?	10%
en-US_009	en-US	Are prices in United States usually displayed including or excluding tax?	before
en-US_011	en-US	What is a common breakfast dish in United States?	breakfast
en-US_012	en-US	What do people in United States usually eat for lunch?	pizza
en-US_013	en-US	What time do people in United States generally have dinner?	home
en-US_015	en-US	What is the most popular non-alcoholic drink in United States?	beer
en-US_017	en-US	What are meals in United States typically served with?	vegetables
en-US_019	en-US	What do people in United States eat with?	love
en-US_020	en-US	What is the main national holiday in United States?	Thanksgiving
en-US_021	en-US	When is New Year's Day celebrated in United States?	Monday
en-US_022	en-US	What time do shops in United States usually open in the morning?	6
en-US_023	en-US	How many hours long is a typical workday in United States?	eight
en-US_024	en-US	When is summer vacation for schools in United States?	session
en-US_025	en-US	What is a major cultural festival in United States?	here
en-US_026	en-US	What do people in cities in United States most commonly commute to work by?	car
en-US_027	en-US	Which side of the road do people drive on in United States?	same
en-US_028	en-US	How do people usually get from the airport to the city center in United States?	bus
en-US_029	en-US	What is the main type of public transit in big cities in United States?	bus
en-US_030	en-US	At what age do children in United States start primary school?	6
en-US_031	en-US	What is the typical retirement age in United States?	65
en-US_033	en-US	What is the typical summer weather like in United States?	warm
en-US_034	en-US	When is the rainy season in United States?	here
en-US_035	en-US	What is the climate in United States generally like?	mild
en-US_036	en-US	What is the best time of year to visit United States?	August
en-US_037	en-US	Where are most cities in United States located?	in
en-US_038	en-US	Where do people in United States usually buy groceries?	home
en-US_039	en-US	What is the standard voltage for electrical outlets in United States?	220
en-US_040	en-US	What are public restrooms in United States usually like?	free
en-US_041	en-US	What do people in United States commonly pay with?	cash
en-US_042	en-US	What is the legal drinking age in United States?	18
en-US_043	en-US	How do people in United States usually greet each other?	name
en-US_044	en-US	What is it polite to do before entering a home in United States?	ask
en-US_045	en-US	What is the most popular mobile phone brand in United States?	Samsung
en-US_046	en-US	What is the most commonly used messaging app in United States?	WhatsApp
en-US_047	en-US	What is the most popular search engine in United States?	Google
en-AU_001	en-AU	What is the emergency telephone number for police in Australia?	101
en-AU_002	en-AU	What number should I call for an ambulance in Australia?	999
en-AU_003	en-AU	What is the general emergency number in Australia?	999
en-AU_004	en-AU	What is the fire department emergency number in Australia?	999
en-AU_006	en-AU	What is the official currency used in Australia?	$
en-AU_007	en-AU	What do people in Australia mostly use for payments?	cash
en-AU_008	en-AU	What is the typical tipping percentage in restaurants in Australia?	50%
en-AU_009	en-AU	Are prices in Australia usually displayed including or excluding tax?	before
en-AU_010	en-AU	What is the name of the central bank in Australia?	Bank
en-AU_011	en-AU	What is a common breakfast dish in Australia?	coffee
en-AU_012	en-AU	What do people in Australia usually eat for lunch?	out
en-AU_013	en-AU	What time do people in Australia generally have dinner?	home
en-AU_015	en-AU	What is the most popular non-alcoholic drink in Australia?	coffee
en-AU_017	en-AU	What are meals in Australia typically served with?	rice
en-AU_019	en-AU	What do people in Australia eat with?	love
en-AU_020	en-AU	What is the main national holiday in Australia?	Sunday
en-AU_021	en-AU	When is New Year's Day celebrated in Australia?	Monday
en-AU_022	en-AU	What time do shops in Australia usually open in the morning?	7
en-AU_023	en-AU	How many hours long is a typical workday in Australia?	eight
en-AU_024	en-AU	When is summer vacation for schools in Australia?	session
en-AU_025	en-AU	What is a major cultural festival in Australia?	here
en-AU_026	en-AU	What do people in cities in Australia most commonly commute to work by?	car
en-AU_027	en-AU	Which side of the road do people drive on in Australia?	same
en-AU_028	en-AU	How do people usually get from the airport to the city center in Australia?	bus
en-AU_029	en-AU	What is the main type of public transit in big cities in Australia?	bus
en-AU_030	en-AU	At what age do children in Australia start primary school?	6
en-AU_031	en-AU	What is the typical retirement age in Australia?	65
en-AU_033	en-AU	What is the typical summer weather like in Australia?	warm
en-AU_034	en-AU	When is the rainy season in Australia?	here
en-AU_035	en-AU	What is the climate in Australia generally like?	mild
en-AU_036	en-AU	What is the best time of year to visit Australia?	now
en-AU_037	en-AU	Where are most cities in Australia located?	in
en-AU_038	en-AU	Where do people in Australia usually buy groceries?	home
en-AU_039	en-AU	What is the standard voltage for electrical outlets in Australia?	220
en-AU_040	en-AU	What are public restrooms in Australia usually like?	free
en-AU_041	en-AU	What do people in Australia commonly pay with?	cash
en-AU_042	en-AU	What is the legal drinking age in Australia?	18
en-AU_043	en-AU	How do people in Australia usually greet each other?	name
en-AU_044	en-AU	What is it polite to do before entering a home in Australia?	ask
en-AU_045	en-AU	What is the most popular mobile phone brand in Australia?	Samsung
en-AU_046	en-AU	What is the most commonly used messaging app in Australia?	WhatsApp
en-AU_047	en-AU	What is the most popular search engine in Australia?	Google
es-ES_001	es-ES	What is the emergency telephone number for police in Spain?	112
es-ES_002	es-ES	What number should I call for an ambulance in Spain?	112
es-ES_003	es-ES	What is the general emergency number in Spain?	112
es-ES_004	es-ES	What is the fire department emergency number in Spain?	112
es-ES_006	es-ES	What is the official currency used in Spain?	Euro
es-ES_007	es-ES	What do people in Spain mostly use for payments?	euros
es-ES_008	es-ES	What is the typical tipping percentage in restaurants in Spain?	20%
es-ES_009	es-ES	Are prices in Spain usually displayed including or excluding tax?	before
es-ES_010	es-ES	What is the name of the central bank in Spain?	Santander
es-ES_011	es-ES	What is a common breakfast dish in Spain?	bread
es-ES_012	es-ES	What do people in Spain usually eat for lunch?	out
es-ES_013	es-ES	What time do people in Spain generally have dinner?	home
es-ES_015	es-ES	What is the most popular non-alcoholic drink in Spain?	beer
es-ES_017	es-ES	What are meals in Spain typically served with?	wine
es-ES_019	es-ES	What do people in Spain eat with?	love
es-ES_020	es-ES	What is the main national holiday in Spain?	Sunday
es-ES_021	es-ES	When is New Year's Day celebrated in Spain?	Monday
es-ES_022	es-ES	What time do shops in Spain usually open in the morning?	6
es-ES_023	es-ES	How many hours long is a typical workday in Spain?	8
es-ES_024	es-ES	When is summer vacation for schools in Spain?	session
es-ES_025	es-ES	What is a major cultural festival in Spain?	on
es-ES_026	es-ES	What do people in cities in Spain most commonly commute to work by?	car
es-ES_027	es-ES	Which side of the road do people drive on in Spain?	same
es-ES_028	es-ES	How do people usually get from the airport to the city center in Spain?	bus
es-ES_029	es-ES	What is the main type of public transit in big cities in Spain?	bus
es-ES_030	es-ES	At what age do children in Spain start primary school?	6
es-ES_031	es-ES	What is the typical retirement age in Spain?	65
es-ES_032	es-ES	What do students in public schools in Spain wear as uniforms?	shoes
es-ES_033	es-ES	What is the typical summer weather like in Spain?	warm
es-ES_034	es-ES	When is the rainy season in Spain?	here
es-ES_035	es-ES	What is the climate in Spain generally like?	mild
es-ES_036	es-ES	What is the best time of year to visit Spain?	summer
es-ES_037	es-ES	Where are most cities in Spain located?	in
es-ES_038	es-ES	Where do people in Spain usually buy groceries?	home
es-ES_039	es-ES	What is the standard voltage for electrical outlets in Spain?	220
es-ES_040	es-ES	What are public restrooms in Spain usually like?	free
es-ES_041	es-ES	What do people in Spain commonly pay with?	cash
es-ES_042	es-ES	What is the legal drinking age in Spain?	18
es-ES_043	es-ES	How do people in Spain usually greet each other?	name
es-ES_044	es-ES	What is it polite to do before entering a home in Spain?	ask
es-ES_045	es-ES	What is the most popular mobile phone brand in Spain?	Samsung
es-ES_046	es-ES	What is the most commonly used messaging app in Spain?	WhatsApp
es-ES_047	es-ES	What is the most popular search engine in Spain?	Google
es-MX_001	es-MX	What is the emergency telephone number for police in Mexico?	911
es-MX_002	es-MX	What number should I call for an ambulance in Mexico?	911
es-MX_003	es-MX	What is the general emergency number in Mexico?	911
es-MX_004	es-MX	What is the fire department emergency number in Mexico?	911
es-MX_006	es-MX	What is the official currency used in Mexico?	peso
es-MX_007	es-MX	What do people in Mexico mostly use for payments?	cash
es-MX_008	es-MX	What is the typical tipping percentage in restaurants in Mexico?	10%
es-MX_009	es-MX	Are prices in Mexico usually displayed including or excluding tax?	before
es-MX_012	es-MX	What do people in Mexico usually eat for lunch?	chicken
es-MX_013	es-MX	What time do people in Mexico generally have dinner?	home
es-MX_014	es-MX	What is a traditional national dish in Mexico?	Mexican
es-MX_015	es-MX	What is the most popular non-alcoholic drink in Mexico?	beer
es-MX_017	es-MX	What are meals in Mexico typically served with?	rice
es-MX_019	es-MX	What do people in Mexico eat with?	love
es-MX_020	es-MX	What is the main national holiday in Mexico?	Thanksgiving
es-MX_021	es-MX	When is New Year's Day celebrated in Mexico?	Monday
es-MX_022	es-MX	What time do shops in Mexico usually open in the morning?	6
es-MX_023	es-MX	How many hours long is a typical workday in Mexico?	8
es-MX_024	es-MX	When is summer vacation for schools in Mexico?	session
es-MX_025	es-MX	What is a major cultural festival in Mexico?	here
es-MX_026	es-MX	What do people in cities in Mexico most commonly commute to work by?	car
es-MX_027	es-MX	Which side of the road do people drive on in Mexico?	same
es-MX_028	es-MX	How do people usually get from the airport to the city center in Mexico?	bus
es-MX_029	es-MX	What is the main type of public transit in big cities in Mexico?	bus
es-MX_030	es-MX	At what age do children in Mexico start primary school?	6
es-MX_031	es-MX	What is the typical retirement age in Mexico?	65
es-MX_032	es-MX	What do students in public schools in Mexico wear as uniforms?	jeans
es-MX_033	es-MX	What is the typical summer weather like in Mexico?	warm
es-MX_034	es-MX	When is the rainy season in Mexico?	here
es-MX_035	es-MX	What is the climate in Mexico generally like?	warm
es-MX_036	es-MX	What is the best time of year to visit Mexico?	summer
es-MX_037	es-MX	Where are most cities in Mexico located?	in
es-MX_038	es-MX	Where do people in Mexico usually buy groceries?	home
es-MX_039	es-MX	What is the standard voltage for electrical outlets in Mexico?	220
es-MX_040	es-MX	What are public restrooms in Mexico usually like?	free
es-MX_041	es-MX	What do people in Mexico commonly pay with?	cash
es-MX_042	es-MX	What is the legal drinking age in Mexico?	18
es-MX_043	es-MX	How do people in Mexico usually greet each other?	name
es-MX_044	es-MX	What is it polite to do before entering a home in Mexico?	ask
es-MX_045	es-MX	What is the most popular mobile phone brand in Mexico?	Motorola
es-MX_046	es-MX	What is the most commonly used messaging app in Mexico?	WhatsApp
es-MX_047	es-MX	What is the most popular search engine in Mexico?	Google
es-EC_001	es-EC	What is the emergency telephone number for police in Ecuador?	112
es-EC_002	es-EC	What number should I call for an ambulance in Ecuador?	112
es-EC_003	es-EC	What is the general emergency number in Ecuador?	112
es-EC_004	es-EC	What is the fire department emergency number in Ecuador?	112
es-EC_006	es-EC	What is the official currency used in Ecuador?	peso
es-EC_007	es-EC	What do people in Ecuador mostly use for payments?	cash
es-EC_008	es-EC	What is the typical tipping percentage in restaurants in Ecuador?	50%
es-EC_009	es-EC	Are prices in Ecuador usually displayed including or excluding tax?	before
es-EC_011	es-EC	What is a common breakfast dish in Ecuador?	coffee
es-EC_012	es-EC	What do people in Ecuador usually eat for lunch?	chicken
es-EC_013	es-EC	What time do people in Ecuador generally have dinner?	home
es-EC_015	es-EC	What is the most popular non-alcoholic drink in Ecuador?	coffee
es-EC_017	es-EC	What are meals in Ecuador typically served with?	rice
es-EC_019	es-EC	What do people in Ecuador eat with?	hands
es-EC_020	es-EC	What is the main national holiday in Ecuador?	Sunday
es-EC_021	es-EC	When is New Year's Day celebrated in Ecuador?	Monday
es-EC_022	es-EC	What time do shops in Ecuador usually open in the morning?	6
es-EC_023	es-EC	How many hours long is a typical workday in Ecuador?	eight
es-EC_024	es-EC	When is summer vacation for schools in Ecuador?	session
es-EC_025	es-EC	What is a major cultural festival in Ecuador?	on
es-EC_026	es-EC	What do people in cities in Ecuador most commonly commute to work by?	car
es-EC_027	es-EC	Which side of the road do people drive on in Ecuador?	same
es-EC_028	es-EC	How do people usually get from the airport to the city center in Ecuador?	bus
es-EC_029	es-EC	What is the main type of public transit in big cities in Ecuador?	bus
es-EC_030	es-EC	At what age do children in Ecuador start primary school?	6
es-EC_031	es-EC	What is the typical retirement age in Ecuador?	65
es-EC_032	es-EC	What do students in public schools in Ecuador wear as uniforms?	jeans
es-EC_033	es-EC	What is the typical summer weather like in Ecuador?	warm
es-EC_034	es-EC	When is the rainy season in Ecuador?	here
es-EC_035	es-EC	What is the climate in Ecuador generally like?	mild
es-EC_036	es-EC	What is the best time of year to visit Ecuador?	August
es-EC_037	es-EC	Where are most cities in Ecuador located?	in
es-EC_038	es-EC	Where do people in Ecuador usually buy groceries?	home
es-EC_039	es-EC	What is the standard voltage for electrical outlets in Ecuador?	220
es-EC_040	es-EC	What are public restrooms in Ecuador usually like?	free
es-EC_041	es-EC	What do people in Ecuador commonly pay with?	cash
es-EC_042	es-EC	What is the legal drinking age in Ecuador?	18
es-EC_043	es-EC	How do people in Ecuador usually greet each other?	name
es-EC_044	es-EC	What is it polite to do before entering a home in Ecuador?	ask
es-EC_045	es-EC	What is the most popular mobile phone brand in Ecuador?	Motorola
es-EC_046	es-EC	What is the most commonly used messaging app in Ecuador?	WhatsApp
es-EC_047	es-EC	What is the most popular search engine in Ecuador?	Google
ja-JP_001	ja-JP	What is the emergency telephone number for police in Japan?	112
ja-JP_002	ja-JP	What number should I call for an ambulance in Japan?	112
ja-JP_003	ja-JP	What is the general emergency number in Japan?	112
ja-JP_004	ja-JP	What is the fire department emergency number in Japan?	112
ja-JP_006	ja-JP	What is the official currency used in Japan?	yen
ja-JP_007	ja-JP	What do people in Japan mostly use for payments?	cash
ja-JP_008	ja-JP	What is the typical tipping percentage in restaurants in Japan?	50%
ja-JP_009	ja-JP	Are prices in Japan usually displayed including or excluding tax?	before
ja-JP_010	ja-JP	What is the name of the central bank in Japan?	Bank
ja-JP_011	ja-JP	What is a common breakfast dish in Japan?	rice
ja-JP_012	ja-JP	What do people in Japan usually eat for lunch?	sushi
ja-JP_013	ja-JP	What time do people in Japan generally have dinner?	home
ja-JP_014	ja-JP	What is a traditional national dish in Japan?	sushi
ja-JP_015	ja-JP	What is the most popular non-alcoholic drink in Japan?	beer
ja-JP_017	ja-JP	What are meals in Japan typically served with?	rice
ja-JP_019	ja-JP	What do people in Japan eat with?	love
ja-JP_020	ja-JP	What is the main national holiday in Japan?	Sunday
ja-JP_021	ja-JP	When is New Year's Day celebrated in Japan?	Monday
ja-JP_022	ja-JP	What time do shops in Japan usually open in the morning?	6
ja-JP_023	ja-JP	How many hours long is a typical workday in Japan?	eight
ja-JP_024	ja-JP	When is summer vacation for schools in Japan?	session
ja-JP_025	ja-JP	What is a major cultural festival in Japan?	here
ja-JP_026	ja-JP	What do people in cities in Japan most commonly commute to work by?	car
ja-JP_027	ja-JP	Which side of the road do people drive on in Japan?	same
ja-JP_028	ja-JP	How do people usually get from the airport to the city center in Japan?	train
ja-JP_029	ja-JP	What is the main type of public transit in big cities in Japan?	bus
ja-JP_030	ja-JP	At what age do children in Japan start primary school?	6
ja-JP_031	ja-JP	What is the typical retirement age in Japan?	65
ja-JP_032	ja-JP	What do students in public schools in Japan wear as uniforms?	shoes
ja-JP_033	ja-JP	What is the typical summer weather like in Japan?	warm
ja-JP_034	ja-JP	When is the rainy season in Japan?	over
ja-JP_035	ja-JP	What is the climate in Japan generally like?	mild
ja-JP_036	ja-JP	What is the best time of year to visit Japan?	spring
ja-JP_037	ja-JP	Where are most cities in Japan located?	in
ja-JP_038	ja-JP	Where do people in Japan usually buy groceries?	home
ja-JP_039	ja-JP	What is the standard voltage for electrical outlets in Japan?	220
ja-JP_040	ja-JP	What are public restrooms in Japan usually like?	free
ja-JP_041	ja-JP	What do people in Japan commonly pay with?	cash
ja-JP_042	ja-JP	What is the legal drinking age in Japan?	18
ja-JP_043	ja-JP	How do people in Japan usually greet each other?	name
ja-JP_044	ja-JP	What is it polite to do before entering a home in Japan?	ask
ja-JP_045	ja-JP	What is the most popular mobile phone brand in Japan?	Samsung
ja-JP_046	ja-JP	What is the most commonly used messaging app in Japan?	WhatsApp
ja-JP_047	ja-JP	What is the most popular search engine in Japan?	Google
th-TH_001	th-TH	What is the emergency telephone number for police in Thailand?	112
th-TH_002	th-TH	What number should I call for an ambulance in Thailand?	112
th-TH_003	th-TH	What is the general emergency number in Thailand?	112
th-TH_004	th-TH	What is the fire department emergency number in Thailand?	112
th-TH_006	th-TH	What is the official currency used in Thailand?	Thai
th-TH_007	th-TH	What do people in Thailand mostly use for payments?	cash
th-TH_008	th-TH	What is the typical tipping percentage in restaurants in Thailand?	10%
th-TH_009	th-TH	Are prices in Thailand usually displayed including or excluding tax?	before
th-TH_010	th-TH	What is the name of the central bank in Thailand?	Bank
th-TH_011	th-TH	What is a common breakfast dish in Thailand?	rice
th-TH_012	th-TH	What do people in Thailand usually eat for lunch?	fish
th-TH_013	th-TH	What time do people in Thailand generally have dinner?	home
th-TH_015	th-TH	What is the most popular non-alcoholic drink in Thailand?	beer
th-TH_017	th-TH	What are meals in Thailand typically served with?	rice
th-TH_019	th-TH	What do people in Thailand eat with?	love
th-TH_020	th-TH	What is the main national holiday in Thailand?	Sunday
th-TH_021	th-TH	When is New Year's Day celebrated in Thailand?	Sunday
th-TH_022	th-TH	What time do shops in Thailand usually open in the morning?	6
th-TH_023	th-TH	How many hours long is a typical workday in Thailand?	8
th-TH_024	th-TH	When is summer vacation for schools in Thailand?	session
th-TH_025	th-TH	What is a major cultural festival in Thailand?	on
th-TH_026	th-TH	What do people in cities in Thailand most commonly commute to work by?	car
th-TH_027	th-TH	Which side of the road do people drive on in Thailand?	same
th-TH_028	th-TH	How do people usually get from the airport to the city center in Thailand?	taxi
th-TH_029	th-TH	What is the main type of public transit in big cities in Thailand?	bus
th-TH_030	th-TH	At what age do children in Thailand start primary school?	6
th-TH_031	th-TH	What is the typical retirement age in Thailand?	65
th-TH_032	th-TH	What do students in public schools in Thailand wear as uniforms?	jeans
th-TH_033	th-TH	What is the typical summer weather like in Thailand?	warm
th-TH_034	th-TH	When is the rainy season in Thailand?	here
th-TH_035	th-TH	What is the climate in Thailand generally like?	warm
th-TH_036	th-TH	What is the best time of year to visit Thailand?	August
th-TH_037	th-TH	Where are most cities in Thailand located?	in
th-TH_038	th-TH	Where do people in Thailand usually buy groceries?	home
th-TH_039	th-TH	What is the standard voltage for electrical outlets in Thailand?	220
