id	lang_region	option_letter	input_text
el-GR_061	el-GR	B	2. Ποιο είναι το πιο εμβληματικό αξιοθέατο στην καρδιά της Αθήνας και λειτουργεί ως σύμβολο της Ελλάδας;Ο Λευκός Πύργος
el-GR_061	el-GR	C	2. Ποιο είναι το πιο εμβληματικό αξιοθέατο στην καρδιά της Αθήνας και λειτουργεί ως σύμβολο της Ελλάδας;Πλατεία Συντάγματος
el-GR_061	el-GR	D	2. Ποιο είναι το πιο εμβληματικό αξιοθέατο στην καρδιά της Αθήνας και λειτουργεί ως σύμβολο της Ελλάδας;Ο Ναός του Ολυμπίου Διός
el-GR_062	el-GR	A	3. Τι γιορταζουμε την 28η Οκτωβρίου;Ημέρα της Ανεξαρτησίας
el-GR_062	el-GR	B	3. Τι γιορταζουμε την 28η Οκτωβρίου;Γιορτή του Αγίου Δημητρίου
el-GR_062	el-GR	C	3. Τι γιορταζουμε την 28η Οκτωβρίου;Επέτειο του Πολυτεχνείου
el-GR_062	el-GR	D	3. Τι γιορταζουμε την 28η Οκτωβρίου;Επέτειο του Όχι
el-GR_063	el-GR	A	4. Ποιος έχει γράψει το εθνικο ύμνο (Ύμνος εἰς τὴν Ἐλευθερίαν);Γιώργος Σεφέρης
el-GR_063	el-GR	B	4. Ποιος έχει γράψει το εθνικο ύμνο (Ύμνος εἰς τὴν Ἐλευθερίαν);Διονύσιος Σολωμός
el-GR_063	el-GR	C	4. Ποιος έχει γράψει το εθνικο ύμνο (Ύμνος εἰς τὴν Ἐλευθερίαν);Κωνσταντίνος Καβάφης
el-GR_063	el-GR	D	4. Ποιος έχει γράψει το εθνικο ύμνο (Ύμνος εἰς τὴν Ἐλευθερίαν);Οδυσσέας Ελύτης
el-GR_064	el-GR	A	5. Ποια ελληνικη πόλη λέγεται και “συμπρωτεύουσα”;Πάτρα
el-GR_064	el-GR	B	5. Ποια ελληνικη πόλη λέγεται και “συμπρωτεύουσα”;Θεσσαλονίκη
el-GR_064	el-GR	C	5. Ποια ελληνικη πόλη λέγεται και “συμπρωτεύουσα”;Λάρισα
el-GR_064	el-GR	D	5. Ποια ελληνικη πόλη λέγεται και “συμπρωτεύουσα”;Ηράκλειο
fa-IR_065	fa-IR	A	دین رسمی ایران چیست؟مسیحیت
fa-IR_065	fa-IR	B	دین رسمی ایران چیست؟یهودی
fa-IR_065	fa-IR	C	دین رسمی ایران چیست؟اسلام
fa-IR_065	fa-IR	D	دین رسمی ایران چیست؟زرتشتی
fa-IR_066	fa-IR	A	پایتخت ایران کجا است؟مشهد
fa-IR_066	fa-IR	B	پایتخت ایران کجا است؟تهران
fa-IR_066	fa-IR	C	پایتخت ایران کجا است؟اصفهان
fa-IR_066	fa-IR	D	پایتخت ایران کجا است؟رشت
fa-IR_067	fa-IR	A	چه رنگ هایی در پرچم ایران وجود دارد؟سبز و آبی و سفید
fa-IR_067	fa-IR	B	چه رنگ هایی در پرچم ایران وجود دارد؟قرمز و سفید و زرد
fa-IR_067	fa-IR	C	چه رنگ هایی در پرچم ایران وجود دارد؟آبی و سفید و سیاه
fa-IR_067	fa-IR	D	چه رنگ هایی در پرچم ایران وجود دارد؟سبز و سفید و قرمز
fa-IR_068	fa-IR	A	کدام یک از این کشور ها همسایه ایران است؟عراق
fa-IR_068	fa-IR	B	کدام یک از این کشور ها همسایه ایران است؟کویت
fa-IR_068	fa-IR	C	کدام یک از این کشور ها همسایه ایران است؟ازبکستان
fa-IR_068	fa-IR	D	کدام یک از این کشور ها همسایه ایران است؟روسیه
fa-IR_069	fa-IR	A	زبان رایج در ایران چیست؟عربی
fa-IR_069	fa-IR	B	زبان رایج در ایران چیست؟فارسی
fa-IR_069	fa-IR	C	زبان رایج در ایران چیست؟ترکی
fa-IR_069	fa-IR	D	زبان رایج در ایران چیست؟کردی
ar-EG_070	ar-EG	A	أى من المحافظات المصرية الآتية معروفة بزراعة المانجو؟الإسماعيلية
ar-EG_070	ar-EG	B	أى من المحافظات المصرية الآتية معروفة بزراعة المانجو؟الفيوم
ar-EG_070	ar-EG	C	أى من المحافظات المصرية الآتية معروفة بزراعة المانجو؟بورسعيد
ar-EG_070	ar-EG	D	أى من المحافظات المصرية الآتية معروفة بزراعة المانجو؟طنطا
ar-EG_071	ar-EG	A	من هو أشهر محترف مصري في الدوري الإنجليزي؟أحمد المحمدي
ar-EG_071	ar-EG	B	من هو أشهر محترف مصري في الدوري الإنجليزي؟محمد شوقي
ar-EG_071	ar-EG	C	من هو أشهر محترف مصري في الدوري الإنجليزي؟محمد صلاح
ar-EG_071	ar-EG	D	من هو أشهر محترف مصري في الدوري الإنجليزي؟أحمد فتحي
ar-EG_072	ar-EG	A	ما هو اسم الهرم الأكبر؟خوفو
ar-EG_072	ar-EG	B	ما هو اسم الهرم الأكبر؟خفرع
ar-EG_072	ar-EG	C	ما هو اسم الهرم الأكبر؟رع
ar-EG_072	ar-EG	D	ما هو اسم الهرم الأكبر؟منكورع
ar-EG_073	ar-EG	A	ما اسم أشهر منطقة قاهرية معروفة ببيع الهدايا التذكارية؟خان الخليلي
ar-EG_073	ar-EG	B	ما اسم أشهر منطقة قاهرية معروفة ببيع الهدايا التذكارية؟مصر الجديدة
ar-EG_073	ar-EG	C	ما اسم أشهر منطقة قاهرية معروفة ببيع الهدايا التذكارية؟التجمع الخامس
ar-EG_073	ar-EG	D	ما اسم أشهر منطقة قاهرية معروفة ببيع الهدايا التذكارية؟العاشر من رمضان
ar-EG_074	ar-EG	A	في أي يوم من شهر أكتوبر دخلت مصر أشهر حرب في تاريخها الحديث؟الثالث
ar-EG_074	ar-EG	B	في أي يوم من شهر أكتوبر دخلت مصر أشهر حرب في تاريخها الحديث؟الرابع
ar-EG_074	ar-EG	C	في أي يوم من شهر أكتوبر دخلت مصر أشهر حرب في تاريخها الحديث؟الخامس
ar-EG_074	ar-EG	D	في أي يوم من شهر أكتوبر دخلت مصر أشهر حرب في تاريخها الحديث؟السادس
ar-EG_075	ar-EG	A	ما هو اسم اللغة المصرية القديمة؟الأشورية
ar-EG_075	ar-EG	B	ما هو اسم اللغة المصرية القديمة؟الهيلينية
ar-EG_075	ar-EG	C	ما هو اسم اللغة المصرية القديمة؟الفرعونية
ar-EG_075	ar-EG	D	ما هو اسم اللغة المصرية القديمة؟الهيروغليفية
ar-EG_076	ar-EG	A	ما هى أسماء البحرين اللذين تطل عليهم مصر؟الأبيض والأحمر
ar-EG_076	ar-EG	B	ما هى أسماء البحرين اللذين تطل عليهم مصر؟الأبيض والأصفر
ar-EG_076	ar-EG	C	ما هى أسماء البحرين اللذين تطل عليهم مصر؟الأصفر والأحمر
ar-EG_076	ar-EG	D	ما هى أسماء البحرين اللذين تطل عليهم مصر؟الأصفر والأخضر
ar-MA_077	ar-MA	A	. ما هي عاصمة المغرب؟الدار البيضاء
ar-MA_077	ar-MA	B	. ما هي عاصمة المغرب؟مراكش
ar-MA_077	ar-MA	C	. ما هي عاصمة المغرب؟الرباط
ar-MA_077	ar-MA	D	. ما هي عاصمة المغرب؟فاس
ar-MA_078	ar-MA	A	٢. ما هي العملة الرسمية للمغرب؟الدينار
ar-MA_078	ar-MA	B	٢. ما هي العملة الرسمية للمغرب؟الدرهم
ar-MA_078	ar-MA	C	٢. ما هي العملة الرسمية للمغرب؟الريال
ar-MA_078	ar-MA	D	٢. ما هي العملة الرسمية للمغرب؟اليورو
ar-MA_079	ar-MA	A	"٣. أي مدينة مغربية تشتهر بلقب ""المدينة الزرقاء""؟"طنجة
ar-MA_079	ar-MA	B	"٣. أي مدينة مغربية تشتهر بلقب ""المدينة الزرقاء""؟"شفشاون
ar-MA_079	ar-MA	C	"٣. أي مدينة مغربية تشتهر بلقب ""المدينة الزرقاء""؟"الصويرة
ar-MA_079	ar-MA	D	"٣. أي مدينة مغربية تشتهر بلقب ""المدينة الزرقاء""؟"أغادير
ar-MA_080	ar-MA	A	٤. ما هو المشروب الوطني الأكثر شعبية في المغرب ويُقدَّم كرمز للضيافة؟القهوة
ar-MA_080	ar-MA	B	٤. ما هو المشروب الوطني الأكثر شعبية في المغرب ويُقدَّم كرمز للضيافة؟عصير البرتقال
ar-MA_080	ar-MA	C	٤. ما هو المشروب الوطني الأكثر شعبية في المغرب ويُقدَّم كرمز للضيافة؟الشاي بالنعناع
ar-MA_080	ar-MA	D	٤. ما هو المشروب الوطني الأكثر شعبية في المغرب ويُقدَّم كرمز للضيافة؟الحليب باللوز
ar-MA_081	ar-MA	A	٥. ما اسم السلسلة الجبلية الرئيسية التي تمتد عبر المغرب؟جبال الألب
ar-MA_081	ar-MA	B	٥. ما اسم السلسلة الجبلية الرئيسية التي تمتد عبر المغرب؟جبال البرانس
ar-MA_081	ar-MA	C	٥. ما اسم السلسلة الجبلية الرئيسية التي تمتد عبر المغرب؟جبال الأطلس
ar-MA_081	ar-MA	D	٥. ما اسم السلسلة الجبلية الرئيسية التي تمتد عبر المغرب؟جبال القوقاز
ar-MA_082	ar-MA	A	٦. أي من هذه الأطباق هو طبق مغربي تقليدي يتكون من السميد ويُقدَّم غالبًا مع اللحم والخضروات؟الكسكس
ar-MA_082	ar-MA	B	٦. أي من هذه الأطباق هو طبق مغربي تقليدي يتكون من السميد ويُقدَّم غالبًا مع اللحم والخضروات؟الطاجين
ar-MA_082	ar-MA	C	٦. أي من هذه الأطباق هو طبق مغربي تقليدي يتكون من السميد ويُقدَّم غالبًا مع اللحم والخضروات؟الحريرة
ar-MA_082	ar-MA	D	٦. أي من هذه الأطباق هو طبق مغربي تقليدي يتكون من السميد ويُقدَّم غالبًا مع اللحم والخضروات؟البسطيلة
ar-MA_083	ar-MA	A	٧. ما هو المصطلح الذي يطلق على السوق التقليدي في المغرب؟قصبة
ar-MA_083	ar-MA	B	٧. ما هو المصطلح الذي يطلق على السوق التقليدي في المغرب؟رياض
ar-MA_083	ar-MA	C	٧. ما هو المصطلح الذي يطلق على السوق التقليدي في المغرب؟سوق
ar-MA_083	ar-MA	D	٧. ما هو المصطلح الذي يطلق على السوق التقليدي في المغرب؟مدينة
ar-SA_084	ar-SA	A	١- أي من مناطق المملكة العربية السعودية مشهورة بزراعة المانجو خلال فصل الصيف؟الطائف
ar-SA_084	ar-SA	B	١- أي من مناطق المملكة العربية السعودية مشهورة بزراعة المانجو خلال فصل الصيف؟أبها
ar-SA_084	ar-SA	C	١- أي من مناطق المملكة العربية السعودية مشهورة بزراعة المانجو خلال فصل الصيف؟تبوك
ar-SA_084	ar-SA	D	١- أي من مناطق المملكة العربية السعودية مشهورة بزراعة المانجو خلال فصل الصيف؟جازان
ar-SA_085	ar-SA	A	٢- من هو الفنان الملقب بفنان العرب بالمملكة العربية السعودية؟راشد الماجد
ar-SA_085	ar-SA	B	٢- من هو الفنان الملقب بفنان العرب بالمملكة العربية السعودية؟محمد عبده
ar-SA_085	ar-SA	C	٢- من هو الفنان الملقب بفنان العرب بالمملكة العربية السعودية؟رابح صقر
ar-SA_085	ar-SA	D	٢- من هو الفنان الملقب بفنان العرب بالمملكة العربية السعودية؟طلال مداح
ar-SA_086	ar-SA	A	٣- ما هو اليوم الذي تحتفل فيه المملكة العربية السعودية بالتأسيس (يوم التأسيس السعودي)؟٢٢ فبراير
ar-SA_086	ar-SA	B	٣- ما هو اليوم الذي تحتفل فيه المملكة العربية السعودية بالتأسيس (يوم التأسيس السعودي)؟٣٠ فبراير
ar-SA_086	ar-SA	C	٣- ما هو اليوم الذي تحتفل فيه المملكة العربية السعودية بالتأسيس (يوم التأسيس السعودي)؟٢٣ سبتمبر
ar-SA_086	ar-SA	D	٣- ما هو اليوم الذي تحتفل فيه المملكة العربية السعودية بالتأسيس (يوم التأسيس السعودي)؟٢٢ سبتمبر
ar-SA_087	ar-SA	A	٤- ما هو اليوم الوطني السنوي الذي تحتفل فيه المملكة العربية السعودية؟٢٢ فبراير
ar-SA_087	ar-SA	B	٤- ما هو اليوم الوطني السنوي الذي تحتفل فيه المملكة العربية السعودية؟٣٠ فبراير
ar-SA_087	ar-SA	C	٤- ما هو اليوم الوطني السنوي الذي تحتفل فيه المملكة العربية السعودية؟٢٣ سبتمبر
ar-SA_087	ar-SA	D	٤- ما هو اليوم الوطني السنوي الذي تحتفل فيه المملكة العربية السعودية؟٢٢ سبتمبر
ar-SA_088	ar-SA	A	٥- من هو أفضل لاعب سعودي حاليا بنادي الهلال السعودي؟عبدالرحمن غريب
ar-SA_088	ar-SA	B	٥- من هو أفضل لاعب سعودي حاليا بنادي الهلال السعودي؟سلطان الغنّام
ar-SA_088	ar-SA	C	٥- من هو أفضل لاعب سعودي حاليا بنادي الهلال السعودي؟محمد الشلهوب
ar-SA_088	ar-SA	D	٥- من هو أفضل لاعب سعودي حاليا بنادي الهلال السعودي؟سالم الدوسري
ar-SA_089	ar-SA	A	٦- في أي مدينة يقع قصر المصمك التاريخي؟المدينة
ar-SA_089	ar-SA	B	٦- في أي مدينة يقع قصر المصمك التاريخي؟الرياض
ar-SA_089	ar-SA	C	٦- في أي مدينة يقع قصر المصمك التاريخي؟مكة المكرمة
ar-SA_089	ar-SA	D	٦- في أي مدينة يقع قصر المصمك التاريخي؟الدمام
ar-SA_090	ar-SA	A	٧- ما هي المدينة المشهورة بزراعة وتجارة الورد في المملكة العربية السعودية؟الطائف
ar-SA_090	ar-SA	B	٧- ما هي المدينة المشهورة بزراعة وتجارة الورد في المملكة العربية السعودية؟الباحة
ar-SA_090	ar-SA	C	٧- ما هي المدينة المشهورة بزراعة وتجارة الورد في المملكة العربية السعودية؟أبها
ar-SA_090	ar-SA	D	٧- ما هي المدينة المشهورة بزراعة وتجارة الورد في المملكة العربية السعودية؟القصيم
en-AU_091	en-AU	A	What are 3 things every Australian town had when it was first formed?church, post office, pub
en-AU_091	en-AU	B	What are 3 things every Australian town had when it was first formed?church, dance hall, milkbar
en-AU_091	en-AU	C	What are 3 things every Australian town had when it was first formed?milkbar, church, shopping centre
en-AU_091	en-AU	D	What are 3 things every Australian town had when it was first formed?grocery store, gas station, pharmacy
en-AU_092	en-AU	A	What footy team would Bob barrack for if his grandfather lived in Fitzroy?Brisbane Lions
en-AU_092	en-AU	B	What footy team would Bob barrack for if his grandfather lived in Fitzroy?Essendon
en-AU_092	en-AU	C	What footy team would Bob barrack for if his grandfather lived in Fitzroy?Carlton
en-AU_092	en-AU	D	What footy team would Bob barrack for if his grandfather lived in Fitzroy?Bombers
en-AU_093	en-AU	A	Where did the first fleet arrive in Australia?Botany Bay, NSW
en-AU_093	en-AU	B	Where did the first fleet arrive in Australia?Queensland, Brisbane
en-AU_093	en-AU	C	Where did the first fleet arrive in Australia?Melbourne, Victoria
en-AU_093	en-AU	D	Where did the first fleet arrive in Australia?Perth, Western Australia
en-AU_094	en-AU	A	What is a common four-word Australian phrase?"""Don't worry about tomorrow!"""
en-AU_094	en-AU	B	What is a common four-word Australian phrase?"""Handle your losses well"""
en-AU_094	en-AU	C	What is a common four-word Australian phrase?"""She'll be right, mate"""
en-AU_094	en-AU	D	What is a common four-word Australian phrase?"""Patty on the barbie"""
en-AU_095	en-AU	A	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?Australia
en-AU_095	en-AU	B	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?Red Dog
en-AU_095	en-AU	C	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?The Tracker
en-AU_095	en-AU	D	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?Crocodile Dundee
en-AU_096	en-AU	A	Who was the most loved Australian prime minister?Daniel Andres
en-AU_096	en-AU	B	Who was the most loved Australian prime minister?John Howard
en-AU_096	en-AU	C	Who was the most loved Australian prime minister?Tony Abbott
en-AU_096	en-AU	D	Who was the most loved Australian prime minister?Bob Hawke
en-AU_097	en-AU	A	What do Australians need to do to prevent fires in summer?Water their gardens
en-AU_097	en-AU	B	What do Australians need to do to prevent fires in summer?Install fire management systems around their properties
en-AU_097	en-AU	C	What do Australians need to do to prevent fires in summer?Controlled burning/ hazard reduction burning
en-AU_097	en-AU	D	What do Australians need to do to prevent fires in summer?Plant more trees in their yards
eu-ES_098	eu-ES	A	Zein da Euskal Herriko janari azkar tradizional tipikoena?Cicchetti
eu-ES_098	eu-ES	B	Zein da Euskal Herriko janari azkar tradizional tipikoena?Sandwich
eu-ES_098	eu-ES	C	Zein da Euskal Herriko janari azkar tradizional tipikoena?Pintxo
eu-ES_098	eu-ES	D	Zein da Euskal Herriko janari azkar tradizional tipikoena?Kebab
eu-ES_099	eu-ES	A	Zein da Euskal Herriko kirol tradizional ezagunena?Esku-pilota
eu-ES_099	eu-ES	B	Zein da Euskal Herriko kirol tradizional ezagunena?Futbola
eu-ES_099	eu-ES	C	Zein da Euskal Herriko kirol tradizional ezagunena?Saskibaloia
eu-ES_099	eu-ES	D	Zein da Euskal Herriko kirol tradizional ezagunena?Hockeya
eu-ES_100	eu-ES	A	Zein da Euskal Herriko kirolik jarraituena?Esku-pilota
eu-ES_100	eu-ES	B	Zein da Euskal Herriko kirolik jarraituena?Futbola
eu-ES_100	eu-ES	C	Zein da Euskal Herriko kirolik jarraituena?Saskibaloia
eu-ES_100	eu-ES	D	Zein da Euskal Herriko kirolik jarraituena?Hockeya
eu-ES_101	eu-ES	A	Zein da Euskal Herriko dantza tradizional ezagunena?Flamenco
eu-ES_101	eu-ES	B	Zein da Euskal Herriko dantza tradizional ezagunena?Sardana
eu-ES_101	eu-ES	C	Zein da Euskal Herriko dantza tradizional ezagunena?Aurresku
eu-ES_101	eu-ES	D	Zein da Euskal Herriko dantza tradizional ezagunena?Jota
eu-ES_102	eu-ES	A	Tradizionalki, zer erabili dute gizonek burua estaltzeko Euskal Herrian?Txapela
eu-ES_102	eu-ES	B	Tradizionalki, zer erabili dute gizonek burua estaltzeko Euskal Herrian?Bisera
eu-ES_102	eu-ES	C	Tradizionalki, zer erabili dute gizonek burua estaltzeko Euskal Herrian?Zapia
eu-ES_102	eu-ES	D	Tradizionalki, zer erabili dute gizonek burua estaltzeko Euskal Herrian?Kaputxa
eu-ES_103	eu-ES	A	Nola deitzen da Euskal Herriko poesia inprobisatua?Txapela
eu-ES_103	eu-ES	B	Nola deitzen da Euskal Herriko poesia inprobisatua?Theater
eu-ES_103	eu-ES	C	Nola deitzen da Euskal Herriko poesia inprobisatua?Bertsolaritza
eu-ES_103	eu-ES	D	Nola deitzen da Euskal Herriko poesia inprobisatua?Maskarada
eu-ES_104	eu-ES	A	Zein da Euskal Herrian bertako hizkuntzan idatzia den egunkari ezagunena? / What is the most well-known newspaper written in the local language in the Basque Country?Deia
eu-ES_104	eu-ES	B	Zein da Euskal Herrian bertako hizkuntzan idatzia den egunkari ezagunena? / What is the most well-known newspaper written in the local language in the Basque Country?Berria
eu-ES_104	eu-ES	C	Zein da Euskal Herrian bertako hizkuntzan idatzia den egunkari ezagunena? / What is the most well-known newspaper written in the local language in the Basque Country?Marca
eu-ES_104	eu-ES	D	Zein da Euskal Herrian bertako hizkuntzan idatzia den egunkari ezagunena? / What is the most well-known newspaper written in the local language in the Basque Country?Diario Vasco
fr-FR_105	fr-FR	A	Que ferai-je avec cette alouette?Je la plumerai
fr-FR_105	fr-FR	B	Que ferai-je avec cette alouette?Je siffloterai en choeur avec elle
fr-FR_105	fr-FR	C	Que ferai-je avec cette alouette?Je lui caresserai la tête
fr-FR_105	fr-FR	D	Que ferai-je avec cette alouette?Je la libèrerai de sa cage
fr-FR_106	fr-FR	A	De quelle couleur sont tous les chats la nuit ?beiges
fr-FR_106	fr-FR	B	De quelle couleur sont tous les chats la nuit ?noirs
fr-FR_106	fr-FR	C	De quelle couleur sont tous les chats la nuit ?gris
fr-FR_106	fr-FR	D	De quelle couleur sont tous les chats la nuit ?blancs
fr-FR_107	fr-FR	A	Que sert-on habituellement avec une côte de bœuf ?Un champagne
fr-FR_107	fr-FR	B	Que sert-on habituellement avec une côte de bœuf ?Un vin blanc sec
fr-FR_107	fr-FR	C	Que sert-on habituellement avec une côte de bœuf ?Un vin blanc sucré
fr-FR_107	fr-FR	D	Que sert-on habituellement avec une côte de bœuf ?Un vin rouge
fr-FR_108	fr-FR	A	Que font en premier les canards en sortant de l'eau ?Ils pondent un oeuf
fr-FR_108	fr-FR	B	Que font en premier les canards en sortant de l'eau ?Ils font coin coin
fr-FR_108	fr-FR	C	Que font en premier les canards en sortant de l'eau ?ils se secouent le bas des reins
fr-FR_108	fr-FR	D	Que font en premier les canards en sortant de l'eau ?Ils se prennent le bec
fr-FR_109	fr-FR	A	Qu'est ce qu'une chocolatine ?Un chocolat avec de la nougatine
fr-FR_109	fr-FR	B	Qu'est ce qu'une chocolatine ?Un petit éclair au chocolat recouvert de noisettes
fr-FR_109	fr-FR	C	Qu'est ce qu'une chocolatine ?Un mini gâteau au chocolat servi avec le café
fr-FR_109	fr-FR	D	Qu'est ce qu'une chocolatine ?Un pain au chocolat
fr-FR_110	fr-FR	A	Cette année-là, je chantais...Pour et juste pour toi
fr-FR_110	fr-FR	B	Cette année-là, je chantais...Pour la belle Mathilda
fr-FR_110	fr-FR	C	Cette année-là, je chantais...Pour la première fois
fr-FR_110	fr-FR	D	Cette année-là, je chantais...Pour oublier le froid
fr-FR_111	fr-FR	A	Quel fromage mange-t-on le plus souvent chaud avec une salade ?Du camembert
fr-FR_111	fr-FR	B	Quel fromage mange-t-on le plus souvent chaud avec une salade ?Du reblochon
fr-FR_111	fr-FR	C	Quel fromage mange-t-on le plus souvent chaud avec une salade ?Du chèvre
fr-FR_111	fr-FR	D	Quel fromage mange-t-on le plus souvent chaud avec une salade ?Du rocquefort
fr-FR_112	fr-FR	A	Quel fruit change de nom lorsqu'il est séché ?L’abricot
fr-FR_112	fr-FR	B	Quel fruit change de nom lorsqu'il est séché ?La prune
fr-FR_112	fr-FR	C	Quel fruit change de nom lorsqu'il est séché ?Le raisin
fr-FR_112	fr-FR	D	Quel fruit change de nom lorsqu'il est séché ?La tomate
ga-IE_113	ga-IE	A	Is minic a thugtar ar Éirinn:Tír na Naomh agus na Scoláirí
ga-IE_113	ga-IE	B	Is minic a thugtar ar Éirinn:An Tír Íseal
ga-IE_113	ga-IE	C	Is minic a thugtar ar Éirinn:Tír na Deise
ga-IE_113	ga-IE	D	Is minic a thugtar ar Éirinn:An tÚll Mór
ga-IE_114	ga-IE	A	Cé acu duine atá cáiliúil as a ról i gCath Chluain Tarbh?An Rí Anraí VIII
ga-IE_114	ga-IE	B	Cé acu duine atá cáiliúil as a ról i gCath Chluain Tarbh?Brian Boru
ga-IE_114	ga-IE	C	Cé acu duine atá cáiliúil as a ról i gCath Chluain Tarbh?Michael Collins
ga-IE_114	ga-IE	D	Cé acu duine atá cáiliúil as a ról i gCath Chluain Tarbh?Brian O’Driscoll
ga-IE_115	ga-IE	A	Cé acu duine is dornálaí Éireannach cáiliúil?Katie Taylor
ga-IE_115	ga-IE	B	Cé acu duine is dornálaí Éireannach cáiliúil?Michelle O’Neill
ga-IE_115	ga-IE	C	Cé acu duine is dornálaí Éireannach cáiliúil?Andrea Corr
ga-IE_115	ga-IE	D	Cé acu duine is dornálaí Éireannach cáiliúil?Susan Jones
ga-IE_116	ga-IE	A	Cén spórt a bhaineann leis na “Sé Náisiún”?Sacar
ga-IE_116	ga-IE	B	Cén spórt a bhaineann leis na “Sé Náisiún”?Rugbaí
ga-IE_116	ga-IE	C	Cén spórt a bhaineann leis na “Sé Náisiún”?Snámh
ga-IE_116	ga-IE	D	Cén spórt a bhaineann leis na “Sé Náisiún”?Iománaíocht
ga-IE_117	ga-IE	A	Cé acu de na cainéal teilifíse Éireannach seo a leanas?RTÉ
ga-IE_117	ga-IE	B	Cé acu de na cainéal teilifíse Éireannach seo a leanas?MTV
ga-IE_117	ga-IE	C	Cé acu de na cainéal teilifíse Éireannach seo a leanas?Discovery Channel
ga-IE_117	ga-IE	D	Cé acu de na cainéal teilifíse Éireannach seo a leanas?Nickelodeon
ga-IE_118	ga-IE	A	Cén chúige ina bhfuil príomhchathair na hÉireann suite?Mumhan
ga-IE_118	ga-IE	B	Cén chúige ina bhfuil príomhchathair na hÉireann suite?Laighean
ga-IE_118	ga-IE	C	Cén chúige ina bhfuil príomhchathair na hÉireann suite?Ulaidh
ga-IE_118	ga-IE	D	Cén chúige ina bhfuil príomhchathair na hÉireann suite?Connacht
ga-IE_119	ga-IE	A	Cá mbíonn cluichí ceannais na hÉireann a imrítear de ghnáth don iománaíocht agus don pheil Ghaelach?Staidiam Aviva
ga-IE_119	ga-IE	B	Cá mbíonn cluichí ceannais na hÉireann a imrítear de ghnáth don iománaíocht agus don pheil Ghaelach?Páirc Uí Chaoimh
ga-IE_119	ga-IE	C	Cá mbíonn cluichí ceannais na hÉireann a imrítear de ghnáth don iománaíocht agus don pheil Ghaelach?Páirc an Chrócaigh
ga-IE_119	ga-IE	D	Cá mbíonn cluichí ceannais na hÉireann a imrítear de ghnáth don iománaíocht agus don pheil Ghaelach?An RDS
ta-LK_120	ta-LK	A	இலங்கையின் தற்போதைய ஜனாதிபதி யார்?ரணில் விக்கிரமசிங்க
ta-LK_120	ta-LK	B	இலங்கையின் தற்போதைய ஜனாதிபதி யார்?அனுர குமார திஸாநாயக்க
ta-LK_120	ta-LK	C	இலங்கையின் தற்போதைய ஜனாதிபதி யார்?மகிந்த ராஜபக்ஷ
ta-LK_120	ta-LK	D	இலங்கையின் தற்போதைய ஜனாதிபதி யார்?கோட்டாபய ராஜபக்ஷ
ta-LK_121	ta-LK	A	இலங்கையில் மிக உயரமான கட்டிடம் எது?தாமரைக் கோபுரம் (Lotus Tower)
ta-LK_121	ta-LK	B	இலங்கையில் மிக உயரமான கட்டிடம் எது?ஒன் கால்பேஸ் (One Galle Face)
ta-LK_121	ta-LK	C	இலங்கையில் மிக உயரமான கட்டிடம் எது?கோகாவில்க் கோபுரம் (Kokavil Tower)
ta-LK_121	ta-LK	D	இலங்கையில் மிக உயரமான கட்டிடம் எது?உலக வர்த்தக மையக் கோபுரம் (World Trade Center Tower)
ta-LK_122	ta-LK	A	பெரஹேரா (Perahera) விழாவில் முக்கியமாக பங்கேற்கும் விலங்கு எது?யானை
ta-LK_122	ta-LK	B	பெரஹேரா (Perahera) விழாவில் முக்கியமாக பங்கேற்கும் விலங்கு எது?குதிரை
ta-LK_122	ta-LK	C	பெரஹேரா (Perahera) விழாவில் முக்கியமாக பங்கேற்கும் விலங்கு எது?மயில்
ta-LK_122	ta-LK	D	பெரஹேரா (Perahera) விழாவில் முக்கியமாக பங்கேற்கும் விலங்கு எது?மாடு
ta-LK_123	ta-LK	A	புகழ்பெற்ற டளடா மாளிகை (Temple of the Tooth) இலங்கையின் எந்த மாகாணத்தில் உள்ளது?மத்திய மாகாணம்
ta-LK_123	ta-LK	B	புகழ்பெற்ற டளடா மாளிகை (Temple of the Tooth) இலங்கையின் எந்த மாகாணத்தில் உள்ளது?கிழக்கு மாகாணம்
ta-LK_123	ta-LK	C	புகழ்பெற்ற டளடா மாளிகை (Temple of the Tooth) இலங்கையின் எந்த மாகாணத்தில் உள்ளது?தெற்கு மாகாணம்
ta-LK_123	ta-LK	D	புகழ்பெற்ற டளடா மாளிகை (Temple of the Tooth) இலங்கையின் எந்த மாகாணத்தில் உள்ளது?மேற்கு மாகாணம்
ta-LK_124	ta-LK	A	இலங்கை தேசியக்கொடியில் காணப்படும் விலங்கு எது?சிங்கம்
ta-LK_124	ta-LK	B	இலங்கை தேசியக்கொடியில் காணப்படும் விலங்கு எது?புலி
ta-LK_124	ta-LK	C	இலங்கை தேசியக்கொடியில் காணப்படும் விலங்கு எது?யானை
ta-LK_124	ta-LK	D	இலங்கை தேசியக்கொடியில் காணப்படும் விலங்கு எது?மயில்
