id	lang_region	option_letter	input_text
ar-EG_071	ar-EG	B	Who is the most famous Egyptian professional in the English Premier League? Mohamed Shawky
ar-EG_071	ar-EG	C	Who is the most famous Egyptian professional in the English Premier League? Mohamed Salah
ar-EG_071	ar-EG	D	Who is the most famous Egyptian professional in the English Premier League? Ahmed Fathi
ar-EG_072	ar-EG	A	What is the name of the Great Pyramid? Khufu
ar-EG_072	ar-EG	B	What is the name of the Great Pyramid? Khafre
ar-EG_072	ar-EG	C	What is the name of the Great Pyramid? Ra
ar-EG_072	ar-EG	D	What is the name of the Great Pyramid? Menkaure
ar-EG_073	ar-EG	A	What is the name of the most famous Cairo area known for selling souvenirs? Khan el-Khalili
ar-EG_073	ar-EG	B	What is the name of the most famous Cairo area known for selling souvenirs? New Cairo
ar-EG_073	ar-EG	C	What is the name of the most famous Cairo area known for selling souvenirs? New Cairo
ar-EG_073	ar-EG	D	What is the name of the most famous Cairo area known for selling souvenirs? Tenth of Ramadan
ar-EG_074	ar-EG	A	On which day of October did Egypt enter the most famous war in its modern history? The third
ar-EG_074	ar-EG	B	On which day of October did Egypt enter the most famous war in its modern history? The fourth
ar-EG_074	ar-EG	C	On which day of October did Egypt enter the most famous war in its modern history? The fifth
ar-EG_074	ar-EG	D	On which day of October did Egypt enter the most famous war in its modern history? The sixth.
ar-EG_075	ar-EG	A	What is the name of the ancient Egyptian language? Assyrian
ar-EG_075	ar-EG	B	What is the name of the ancient Egyptian language? Hellenic
ar-EG_075	ar-EG	C	What is the name of the ancient Egyptian language? Pharaonic
ar-EG_075	ar-EG	D	What is the name of the ancient Egyptian language? Hieroglyphic
ar-EG_076	ar-EG	A	What are the names of Bahrain's islands that overlook Egypt? Al-Abyad and Al-Ahmar
ar-EG_076	ar-EG	B	What are the names of Bahrain's islands that overlook Egypt? Al-Abyad and Al-Asfar
ar-EG_076	ar-EG	C	What are the names of the two Bahrains that Egypt overlooks? Yellow and Red
ar-EG_076	ar-EG	D	What are the names of Bahrain's islands that overlook Egypt? Yellow and Green
ar-MA_077	ar-MA	A	What is the capital of Morocco? Casablanca
ar-MA_077	ar-MA	B	What is the capital of Morocco? Marrakech
ar-MA_077	ar-MA	C	What is the capital of Morocco? Rabat
ar-MA_077	ar-MA	D	What is the capital of Morocco? Fez
ar-MA_078	ar-MA	A	2. What is the official currency of Morocco? The dinar
ar-MA_078	ar-MA	B	2. What is the official currency of Morocco? The dirham
ar-MA_078	ar-MA	C	2. What is the official currency of Morocco? The Real
ar-MA_078	ar-MA	D	2. What is Morocco's official currency? The Euro
ar-MA_079	ar-MA	A	"3. Which Moroccan city is famously known as the 'Blue City'? Tangier."
ar-MA_079	ar-MA	B	"3. Which Moroccan city is famously known as the 'Blue City'? Chefchaouen"
ar-MA_079	ar-MA	C	"3. Which Moroccan city is famously known as the 'Blue City'? Essaouira
ar-MA_079	ar-MA	D	"3. Which Moroccan city is famously known as the 'Blue City'?" Agadir
ar-MA_080	ar-MA	A	4. What is the most popular national drink in Morocco and is served as a symbol of hospitality? Coffee
ar-MA_080	ar-MA	B	4. What is the most popular national drink in Morocco and is served as a symbol of hospitality? Orange juice
ar-MA_080	ar-MA	C	4. What is the most popular national drink in Morocco, served as a symbol of hospitality? Mint tea
ar-MA_080	ar-MA	D	4. What is the most popular national drink in Morocco, served as a symbol of hospitality? Almond milk
ar-MA_081	ar-MA	A	5. What is the name of the main mountain range that stretches across Morocco? The Alps
ar-MA_081	ar-MA	B	5. What is the name of the main mountain range that stretches across Morocco? The Pyrenees
ar-MA_081	ar-MA	C	5. What is the name of the main mountain range that stretches across Morocco? The Atlas Mountains
ar-MA_081	ar-MA	D	5. What is the name of the main mountain range that stretches across Morocco? The Caucasus Mountains
ar-MA_082	ar-MA	A	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? Couscous
ar-MA_082	ar-MA	B	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? The tagine
ar-MA_082	ar-MA	C	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? Harira
ar-MA_082	ar-MA	D	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? Bstilla
ar-MA_083	ar-MA	A	7. What is the term used for the traditional market in Morocco? Kasbah
ar-MA_083	ar-MA	B	7. What is the term used for the traditional market in Morocco? Riad
ar-MA_083	ar-MA	C	7. What is the term used for the traditional market in Morocco? Souk
ar-MA_083	ar-MA	D	7. What is the term used for the traditional market in Morocco? City
ar-SA_084	ar-SA	A	1. Which region in Saudi Arabia is famous for mango cultivation during the summer? Taif
ar-SA_084	ar-SA	B	1. Which region in Saudi Arabia is famous for mango cultivation during the summer? Abha
ar-SA_084	ar-SA	C	1. Which region in Saudi Arabia is famous for mango cultivation during the summer? Tabuk
ar-SA_084	ar-SA	D	1. Which region in Saudi Arabia is famous for mango cultivation during the summer? Jazan
ar-SA_085	ar-SA	A	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? Rashed Al-Majed
ar-SA_085	ar-SA	B	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? Mohammed Abdu
ar-SA_085	ar-SA	C	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? Rabeh Saqer
ar-SA_085	ar-SA	D	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? Talal Maddah
ar-SA_086	ar-SA	A	3. What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? February 22
ar-SA_086	ar-SA	B	3. What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? February 30
ar-SA_086	ar-SA	C	3. What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? September 23
ar-SA_086	ar-SA	D	3. What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? September 22
ar-SA_087	ar-SA	A	4. What is the annual national day celebrated by the Kingdom of Saudi Arabia? February 22
ar-SA_087	ar-SA	B	4. What is the annual national day celebrated by the Kingdom of Saudi Arabia? February 30
ar-SA_087	ar-SA	C	4. What is the annual national day celebrated by the Kingdom of Saudi Arabia? September 23
ar-SA_087	ar-SA	D	4. What is the annual national day celebrated by the Kingdom of Saudi Arabia? September 22
ar-SA_088	ar-SA	A	5. Who is the current best Saudi player at Al-Hilal Saudi Club? Abdulrahman Ghareeb
ar-SA_088	ar-SA	B	5. Who is the current best Saudi player at Saudi club Al-Hilal? Sultan Al-Ghanam
ar-SA_088	ar-SA	C	5. Who is the current best Saudi player at Al-Hilal Saudi Club? Mohammed Al-Shalhoub
ar-SA_088	ar-SA	D	5. Who is the current best Saudi player at Saudi club Al-Hilal? Salem Al-Dossari
ar-SA_089	ar-SA	A	6. In which city is the historic Masmak Fortress located? The city
ar-SA_089	ar-SA	B	6. In which city is the historic Masmak Fortress located? Riyadh
ar-SA_089	ar-SA	C	6. In which city is the historic Al-Masmak Fortress located? Mecca
ar-SA_089	ar-SA	D	6. In which city is the historic Masmak Fortress located? Dammam
ar-SA_090	ar-SA	A	7. Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? Taif
ar-SA_090	ar-SA	B	7. Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? Al-Baha
ar-SA_090	ar-SA	C	7. Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? Abha
ar-SA_090	ar-SA	D	7. Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? Al-Qassim
en-AU_091	en-AU	A	The answer to 'What are 3 things every Australian town had when it was first formed?' is: church, post office, pub.
en-AU_091	en-AU	B	The answer to 'What are 3 things every Australian town had when it was first formed?' is: church, dance hall, milkbar.
en-AU_091	en-AU	C	The answer to 'What are 3 things every Australian town had when it was first formed?' is: milkbar, church, shopping centre.
en-AU_091	en-AU	D	The answer to 'What are 3 things every Australian town had when it was first formed?' is: grocery store, gas station, pharmacy.
en-AU_092	en-AU	A	The answer to 'What footy team would Bob barrack for if his grandfather lived in Fitzroy?' is: Brisbane Lions.
en-AU_092	en-AU	B	The answer to 'What footy team would Bob barrack for if his grandfather lived in Fitzroy?' is: Essendon.
en-AU_092	en-AU	C	The answer to 'What footy team would Bob barrack for if his grandfather lived in Fitzroy?' is: Carlton.
en-AU_092	en-AU	D	The answer to 'What footy team would Bob barrack for if his grandfather lived in Fitzroy?' is: Bombers.
en-AU_093	en-AU	A	The answer to 'Where did the first fleet arrive in Australia?' is: Botany Bay, NSW.
en-AU_093	en-AU	B	The answer to 'Where did the first fleet arrive in Australia?' is: Queensland, Brisbane.
en-AU_093	en-AU	C	The answer to 'Where did the first fleet arrive in Australia?' is: Melbourne, Victoria.
en-AU_093	en-AU	D	The answer to 'Where did the first fleet arrive in Australia?' is: Perth, Western Australia.
en-AU_094	en-AU	A	The answer to 'What is a common four-word Australian phrase?' is: """Don't worry about tomorrow!""".
en-AU_094	en-AU	B	The answer to 'What is a common four-word Australian phrase?' is: """Handle your losses well""".
en-AU_094	en-AU	C	The answer to 'What is a common four-word Australian phrase?' is: """She'll be right, mate""".
en-AU_094	en-AU	D	The answer to 'What is a common four-word Australian phrase?' is: """Patty on the barbie""".
en-AU_095	en-AU	A	The answer to 'What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?' is: Australia.
en-AU_095	en-AU	B	The answer to 'What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?' is: Red Dog.
en-AU_095	en-AU	C	The answer to 'What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?' is: The Tracker.
en-AU_095	en-AU	D	The answer to 'What is the most famous Australian film?/ Film that introduced Australian culture to a general audience?' is: Crocodile Dundee.
en-AU_096	en-AU	A	The answer to 'Who was the most loved Australian prime minister?' is: Daniel Andres.
en-AU_096	en-AU	B	The answer to 'Who was the most loved Australian prime minister?' is: John Howard.
en-AU_096	en-AU	C	The answer to 'Who was the most loved Australian prime minister?' is: Tony Abbott.
en-AU_096	en-AU	D	The answer to 'Who was the most loved Australian prime minister?' is: Bob Hawke.
en-AU_097	en-AU	A	The answer to 'What do Australians need to do to prevent fires in summer?' is: Water their gardens.
en-AU_097	en-AU	B	The answer to 'What do Australians need to do to prevent fires in summer?' is: Install fire management systems around their properties.
en-AU_097	en-AU	C	The answer to 'What do Australians need to do to prevent fires in summer?' is: Controlled burning/ hazard reduction burning.
en-AU_097	en-AU	D	The answer to 'What do Australians need to do to prevent fires in summer?' is: Plant more trees in their yards.
eu-ES_098	eu-ES	A	The answer to 'What is the most typical traditional fast food of the Basque Country?' is: Cicchetti.
eu-ES_098	eu-ES	B	The answer to 'What is the most typical traditional fast food of the Basque Country?' is: Sandwich.
eu-ES_098	eu-ES	C	The answer to 'What is the most typical traditional fast food of the Basque Country?' is: Pintxo.
eu-ES_098	eu-ES	D	The answer to 'What is the most typical traditional fast food of the Basque Country?' is: Kebab.
eu-ES_099	eu-ES	A	The answer to 'What is the most popular traditional sport in the Basque Country?' is: Basque pelota.
eu-ES_099	eu-ES	B	The answer to 'What is the most popular traditional sport in the Basque Country?' is: Football.
eu-ES_099	eu-ES	C	The answer to 'What is the most popular traditional sport in the Basque Country?' is: Basketball.
eu-ES_099	eu-ES	D	The answer to 'What is the most popular traditional sport in the Basque Country?' is: Hockey.
eu-ES_100	eu-ES	A	The answer to 'What is the most followed sport in the Basque Country?' is: Basque pelota.
eu-ES_100	eu-ES	B	The answer to 'What is the most followed sport in the Basque Country?' is: Football.
eu-ES_100	eu-ES	C	The answer to 'What is the most followed sport in the Basque Country?' is: Basketball.
eu-ES_100	eu-ES	D	The answer to 'Which is the most followed sport in the Basque Country?' is: Hockey.
eu-ES_101	eu-ES	A	The answer to 'What is the most famous traditional dance of the Basque Country?' is: Flamenco.
eu-ES_101	eu-ES	B	The answer to 'What is the most famous traditional dance of the Basque Country?' is: Sardana.
eu-ES_101	eu-ES	C	The answer to 'What is the most famous traditional dance of the Basque Country?' is: Aurresku.
eu-ES_101	eu-ES	D	The answer to 'What is the most famous traditional dance of the Basque Country?' is: Jota.
eu-ES_102	eu-ES	A	The answer to 'Traditionally, what have men used to cover their heads in the Basque Country?' is: A hat.
eu-ES_102	eu-ES	B	The answer to 'Traditionally, what have men used to cover their heads in the Basque Country?' is: Visor.
eu-ES_102	eu-ES	C	The answer to 'Traditionally, what have men used to cover their heads in the Basque Country?' is: Zapia.
eu-ES_102	eu-ES	D	The answer to 'Traditionally, what have men used to cover their heads in the Basque Country?' is: Hood.
eu-ES_103	eu-ES	A	The answer to 'What is improvised poetry from the Basque Country called?' is: Txapela.
eu-ES_103	eu-ES	B	The answer to 'What is improvised poetry from the Basque Country called?' is: Theater.
eu-ES_103	eu-ES	C	The answer to 'What is the name of improvised poetry from the Basque Country?' is: Bertsolaritza.
eu-ES_103	eu-ES	D	The answer to 'What is the name of improvised poetry from the Basque Country?' is: Maskarada.
eu-ES_104	eu-ES	A	The answer to 'What is the most well-known newspaper written in the local language in the Basque Country?' is: Deia.
eu-ES_104	eu-ES	B	The answer to 'What is the most well-known newspaper written in the local language in the Basque Country?' is: Berria.
eu-ES_104	eu-ES	C	The answer to 'What is the most well-known newspaper written in the local language in the Basque Country?' is: Marca.
eu-ES_104	eu-ES	D	The answer to 'What is the most well-known newspaper written in the local language in the Basque Country?' is: Diario Vasco.
fr-FR_105	fr-FR	A	The answer to "What will I do with this lark?" is: I'll pluck it.
fr-FR_105	fr-FR	B	The answer to "What will I do with this lark?" is: I'll whistle along with her in harmony.
fr-FR_105	fr-FR	C	The answer to "What will I do with this lark?" is: I'll stroke its head.
fr-FR_105	fr-FR	D	The answer to "What will I do with this lark?" is: I will free it from its cage.
fr-FR_106	fr-FR	A	The answer to 'What color are all cats at night?' is: beige.
fr-FR_106	fr-FR	B	The answer to "What color are all cats at night?" is: black.
fr-FR_106	fr-FR	C	The answer to "What color are all cats at night?" is: gray.
fr-FR_106	fr-FR	D	The answer to "What color are all cats at night?" is: white.
fr-FR_107	fr-FR	A	The answer to "What is usually served with a beef rib?" is: Champagne.
fr-FR_107	fr-FR	B	The answer to "What is usually served with a beef rib?" is: A dry white wine.
fr-FR_107	fr-FR	C	The answer to "What is usually served with a beef rib?" is: A sweet white wine.
fr-FR_107	fr-FR	D	The answer to "What is usually served with a beef rib?" is: A red wine.
fr-FR_108	fr-FR	A	The answer to "What do ducks do first when they come out of the water?" is: They lay an egg.
fr-FR_108	fr-FR	B	The answer to "What do ducks do first when they come out of the water?" is: They quack.
fr-FR_108	fr-FR	C	The answer to "What do ducks do first when they get out of the water?" is: they shake their lower backs.
fr-FR_108	fr-FR	D	The answer to "What do ducks do first when they come out of the water?" is: They peck at each other.
fr-FR_109	fr-FR	A	The answer to "What is a chocolatine?" is: A chocolate with nougatine.
fr-FR_109	fr-FR	B	The answer to "What is a chocolatine?" is: A small chocolate éclair topped with hazelnuts.
fr-FR_109	fr-FR	C	The answer to "What is a chocolatine?" is: A mini chocolate cake served with coffee.
fr-FR_109	fr-FR	D	The answer to "What is a chocolatine?" is: A pain au chocolat.
fr-FR_110	fr-FR	A	That year, I was singing… For and only for you
fr-FR_110	fr-FR	B	That year, I was singing… For the beautiful Mathilda
fr-FR_110	fr-FR	C	That year, I was singing... For the first time.
fr-FR_110	fr-FR	D	That year, I was singing... To forget the cold.
fr-FR_111	fr-FR	A	The answer to "Which cheese is most often eaten warm with a salad?" is: Camembert.
fr-FR_111	fr-FR	B	The answer to "Which cheese is most often eaten hot with a salad?" is: Reblochon.
fr-FR_111	fr-FR	C	The answer to "Which cheese do we most often eat warm with a salad?" is: Goat cheese.
fr-FR_111	fr-FR	D	The answer to "Which cheese is most often eaten warm with a salad?" is: Roquefort.
fr-FR_112	fr-FR	A	The answer to "Which fruit changes its name when dried?" is: The apricot.
fr-FR_112	fr-FR	B	The answer to "Which fruit changes its name when dried?" is: The plum.
fr-FR_112	fr-FR	C	The answer to "Which fruit changes its name when dried?" is: The grape.
fr-FR_112	fr-FR	D	The answer to "Which fruit changes its name when dried?" is: The tomato.
ga-IE_113	ga-IE	A	Ireland is often referred to as: The Land of Saints and Scholars
ga-IE_113	ga-IE	B	Ireland is often called: The Low Country
ga-IE_113	ga-IE	C	Ireland is often referred to as: Land of Promise
ga-IE_113	ga-IE	D	Ireland is often called: The Big Apple
ga-IE_114	ga-IE	A	The answer to 'Who is famous for their role in the Battle of Clontarf?' is: King Henry VIII.
ga-IE_114	ga-IE	B	The answer to 'Who is famous for their role in the Battle of Clontarf?' is: Brian Boru.
ga-IE_114	ga-IE	C	The answer to 'Who is famous for their role in the Battle of Clontarf?' is: Michael Collins.
ga-IE_114	ga-IE	D	The answer to 'Who is famous for their role in the Battle of Clontarf?' is: Brian O’Driscoll.
ga-IE_115	ga-IE	A	The answer to 'Who is the famous Irish boxer?' is: Katie Taylor.
ga-IE_115	ga-IE	B	The answer to 'Who is the famous Irish boxer?' is: Michelle O’Neill.
ga-IE_115	ga-IE	C	The answer to 'Who is the famous Irish boxer?' is: Andrea Corr.
ga-IE_115	ga-IE	D	The answer to 'Who is the famous Irish boxer?' is: Susan Jones.
ga-IE_116	ga-IE	A	The answer to 'Which sport is associated with the "Six Nations"?' is: Soccer.
ga-IE_116	ga-IE	B	The answer to 'Which sport is associated with the "Six Nations"?' is: Rugby.
ga-IE_116	ga-IE	C	The answer to "Which sport is associated with the 'Six Nations'?" is: Swimming.
ga-IE_116	ga-IE	D	The answer to "Which sport is associated with the 'Six Nations'?" is: Hurling.
ga-IE_117	ga-IE	A	The answer to 'Which of the following Irish television channels is it?' is: RTÉ.
ga-IE_117	ga-IE	B	The answer to 'Which of the following Irish television channels is it?' is: MTV.
ga-IE_117	ga-IE	C	The answer to 'Which of the following Irish television channels is it?' is: Discovery Channel.
ga-IE_117	ga-IE	D	The answer to 'Which of the following Irish television channels do you follow?' is: Nickelodeon.
ga-IE_118	ga-IE	A	The answer to 'Which province is the capital of Ireland located in?' is: Munster.
ga-IE_118	ga-IE	B	The answer to 'Which province is the capital of Ireland located in?' is: Leinster.
ga-IE_118	ga-IE	C	The answer to 'Which province is the capital of Ireland located in?' is: Ulster.
ga-IE_118	ga-IE	D	The answer to 'Which province is the capital of Ireland located in?' is: Connacht.
ga-IE_119	ga-IE	A	The answer to 'Where are the All-Ireland finals usually played for hurling and Gaelic football?' is: Aviva Stadium.
ga-IE_119	ga-IE	B	The answer to 'Where are the All-Ireland finals usually played for hurling and Gaelic football?' is: Páirc Uí Chaoimh.
ga-IE_119	ga-IE	C	The answer to 'Where are the All-Ireland finals usually played for hurling and Gaelic football?' is: Croke Park.
ga-IE_119	ga-IE	D	The answer to 'Where are the All-Ireland finals usually played for hurling and Gaelic football?' is: The RDS.
ta-LK_120	ta-LK	A	The answer to "Who is the current president of Sri Lanka?" is: Ranil Wickremesinghe.
ta-LK_120	ta-LK	B	The answer to "Who is the current president of Sri Lanka?" is: Anura Kumara Dissanayake.
ta-LK_120	ta-LK	C	The answer to "Who is the current president of Sri Lanka?" is: Mahinda Rajapaksa.
ta-LK_120	ta-LK	D	The answer to "Who is the current president of Sri Lanka?" is: Gotabaya Rajapaksa.
ta-LK_121	ta-LK	A	The answer to "What is the tallest building in Sri Lanka?" is: Lotus Tower.
ta-LK_121	ta-LK	B	The answer to "What is the tallest building in Sri Lanka?" is: One Galle Face.
ta-LK_121	ta-LK	C	The answer to "What is the tallest building in Sri Lanka?" is: Kokavil Tower.
ta-LK_121	ta-LK	D	The answer to "What is the tallest building in Sri Lanka?" is: World Trade Center Tower.
ta-LK_122	ta-LK	A	The answer to "Which animal primarily participates in the Perahera festival?" is: An elephant.
ta-LK_122	ta-LK	B	The answer to "Which animal primarily participates in the Perahera festival?" is: Horse.
ta-LK_122	ta-LK	C	The answer to "Which animal primarily participates in the Perahera festival?" is: The peacock.
ta-LK_122	ta-LK	D	The answer to "Which animal primarily participates in the Perahera festival?" is: Cow.
ta-LK_123	ta-LK	A	The answer to "In which province of Sri Lanka is the famous Temple of the Tooth located?" is: the Central Province.
ta-LK_123	ta-LK	B	The answer to "In which province of Sri Lanka is the famous Temple of the Tooth located?" is: Eastern Province.
ta-LK_123	ta-LK	C	The answer to "In which province of Sri Lanka is the famous Temple of the Tooth located?" is: The Southern Province.
ta-LK_123	ta-LK	D	The answer to "In which province of Sri Lanka is the famous Temple of the Tooth located?" is: Western Province.
ta-LK_124	ta-LK	A	The answer to "Which animal is featured on the Sri Lankan national flag?" is: The lion.
ta-LK_124	ta-LK	B	The answer to "Which animal is featured on the Sri Lankan national flag?" is: Tiger.
ta-LK_124	ta-LK	C	The answer to "Which animal is featured on the Sri Lankan national flag?" is: Elephant.
ta-LK_124	ta-LK	D	The answer to "Which animal is featured on the Sri Lankan national flag?" is: Peacock.
ta-LK_125	ta-LK	A	The answer to "Which natural disaster caused extensive damage and loss of life in Sri Lanka in December 2004?" is: Cyclone.
ta-LK_125	ta-LK	B	The answer to "What was the natural disaster that caused massive destruction and loss of life in Sri Lanka in December 2004?" is: Tsunami.
ta-LK_125	ta-LK	C	The answer to "What was the natural disaster that caused extensive damage and loss of life in Sri Lanka in December 2004?" is: Wildfire.
ta-LK_125	ta-LK	D	The answer to "What was the natural disaster in Sri Lanka in December 2004 that caused massive damage and loss of life?" is: Floods.
ta-LK_126	ta-LK	A	The answer to "What is Sri Lanka's commercial capital?" is: Colombo.
ta-LK_126	ta-LK	B	The answer to "What is Sri Lanka's commercial capital?" is: Kandy.
ta-LK_126	ta-LK	C	The answer to "What is Sri Lanka's commercial capital?" is: Jaffna.
ta-LK_126	ta-LK	D	The answer to "What is Sri Lanka's commercial capital?" is: Galle.
tl-PH_127	tl-PH	A	The answer to "What is the traditional men's attire in the Philippines commonly worn during formal occasions?" is: Baro't Saya.
tl-PH_127	tl-PH	B	The answer to "What is the traditional men's attire in the Philippines typically worn during formal occasions?" is: Kimona.
tl-PH_127	tl-PH	C	The answer to "What is the traditional men's attire in the Philippines typically worn during formal occasions?" is: Barong Tagalog.
tl-PH_127	tl-PH	D	The answer to "What is the traditional men's attire in the Philippines commonly worn during formal occasions?" is: Salakot.
tl-PH_128	tl-PH	A	The answer to 'Which of the following is the main ingredient of adobo?' is: Ginger and coconut milk.
tl-PH_128	tl-PH	B	The answer to 'Which of the following is the main ingredient of adobo?' is: Soy sauce and vinegar.
tl-PH_128	tl-PH	C	The answer to 'Which of the following is the main ingredient of adobo?' is: Sugar and milk.
tl-PH_128	tl-PH	D	The answer to "Which of the following is the main ingredient in adobo?" is: Shrimp paste and tomatoes.
tl-PH_129	tl-PH	A	The answer to "What is the traditional dance that uses bamboo?" is: Pandanggo sa Ilaw.
tl-PH_129	tl-PH	B	The answer to "What is the name of the traditional dance that uses bamboo?" is: Tinikling.
tl-PH_129	tl-PH	C	The answer to "What is the traditional dance that uses bamboo?" is: Carinosa.
tl-PH_129	tl-PH	D	The answer to "What is the traditional dance that uses bamboo?" is: Maglalatik.
tl-PH_130	tl-PH	A	The answer to 'Who is known as the national hero of the Philippines?' is: Andres Bonifacio.
tl-PH_130	tl-PH	B	The answer to 'Who is known as the national hero of the Philippines?' is: Emilio Aguinaldo.
tl-PH_130	tl-PH	C	The answer to 'Who is known as the national hero of the Philippines?' is: Apolinario Mabini.
tl-PH_130	tl-PH	D	The answer to 'Who is known as the national hero of the Philippines?' is: Jose Rizal.
tl-PH_131	tl-PH	A	The answer to 'Which of the following is an example of a serenade?' is: Giving a gift every Christmas.
tl-PH_131	tl-PH	B	The answer to "Which of the following is an example of a serenade?" is: Singing under the window of the person being courted.
tl-PH_131	tl-PH	C	The answer to "Which of the following is an example of a serenade?" is: Singing karaoke with family.
tl-PH_131	tl-PH	D	The answer to 'Which of the following is an example of a serenade?' is: Watching a movie every Saturday.
tl-PH_132	tl-PH	A	The answer to "Which month is Language Month typically held in the Philippines?" is: June.
tl-PH_132	tl-PH	B	The answer to "Which month is Language Month typically held in the Philippines?" is: August.
tl-PH_132	tl-PH	C	The answer to 'Which month is Language Month typically held in the Philippines?' is: September.
tl-PH_132	tl-PH	D	The answer to "Which month is Language Month typically held in the Philippines?" is: October.
tl-PH_133	tl-PH	A	The answer to "What is the term for small local government units or communities in the Philippines headed by a captain?" is: Barangay.
tl-PH_133	tl-PH	B	The answer to "What is the term for small local government units or communities in the Philippines headed by a captain?" is: Tribe.
tl-PH_133	tl-PH	C	The answer to "What is the term for small local government units or communities in the Philippines headed by a captain?" is: Sultanate.
tl-PH_133	tl-PH	D	The answer to "What is the term for small local government units or communities in the Philippines headed by a captain?" is: Province.
tl-PH_134	tl-PH	A	The answer to "What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24?" is: Pabasa.
tl-PH_134	tl-PH	B	The answer to "What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24?" is: Simbang Gabi.
tl-PH_134	tl-PH	C	The answer to "What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24?" is: Misa de Gallo.
tl-PH_134	tl-PH	D	The answer to "What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24?" is: Pasyon.
bg-BG_135	bg-BG	A	The answer to "What is the capital of Bulgaria?" is: Plovdiv.
bg-BG_135	bg-BG	B	The answer to "What is the capital of Bulgaria?" is: Varna.
bg-BG_135	bg-BG	C	The answer to "What is the capital of Bulgaria?" is: Sofia.
bg-BG_135	bg-BG	D	The answer to "What is the capital of Bulgaria?" is: Ruse.
bg-BG_136	bg-BG	A	The answer to "What is Bulgaria's national holiday?" is: March 3.
bg-BG_136	bg-BG	B	The answer to "What is Bulgaria's national holiday?" is: May 6.
bg-BG_136	bg-BG	C	The answer to "What is Bulgaria's national holiday?" is: May 24.
bg-BG_136	bg-BG	D	The answer to "What is Bulgaria's national holiday?" is: March 1.
bg-BG_137	bg-BG	A	The answer to "What is the name of the Bulgarian alphabet?" is: Latin script.
bg-BG_137	bg-BG	B	The answer to "What is the name of the Bulgarian alphabet?" is: Greek.
bg-BG_137	bg-BG	C	The answer to "What is the name of the Bulgarian alphabet?" is: Glagolitsa.
bg-BG_137	bg-BG	D	The answer to "What is the name of the Bulgarian alphabet?" is: Cyrillic.
bg-BG_138	bg-BG	A	The answer to "Which Bulgarian revolutionary is known as the Apostle of Freedom?" is: Hristo Botev.
bg-BG_138	bg-BG	B	The answer to "Which Bulgarian revolutionary is known as the Apostle of Freedom?" is: Georgi Benkovski.
bg-BG_138	bg-BG	C	The answer to "Which Bulgarian revolutionary is known as the Apostle of Freedom?" is: Panayot Volov.
bg-BG_138	bg-BG	D	The answer to "Which Bulgarian revolutionary is known as the Apostle of Freedom?" is: Vasil Levski.
bg-BG_139	bg-BG	A	The answer to "What do we celebrate on May 24?" is: Easter.
bg-BG_139	bg-BG	B	The answer to "What do we celebrate on May 24?" is: Independence Day.
bg-BG_139	bg-BG	C	The answer to "What do we celebrate on May 24?" is: Labor Day.
bg-BG_139	bg-BG	D	The answer to "What do we celebrate on May 24?" is: Day of Bulgarian Education and Culture, and of Slavic Literacy.
bg-BG_140	bg-BG	A	The answer to "Who is the author of the novel 'Under the Yoke'?" is: Aleko Konstantinov.
bg-BG_140	bg-BG	B	The answer to "Who is the author of the novel 'Under the Yoke'?" is: Pencho Slaveykov.
bg-BG_140	bg-BG	C	The answer to "Who is the author of the novel 'Under the Yoke'?" is: Ivan Vazov.
bg-BG_140	bg-BG	D	The answer to "Who is the author of the novel 'Under the Yoke'?" is: Peyo Yavorov.
bg-BG_141	bg-BG	A	The answer to "Which dish is traditionally Bulgarian?" is: Pizza.
bg-BG_141	bg-BG	B	The answer to "Which dish is traditionally Bulgarian?" is: Shopska salad.
bg-BG_141	bg-BG	C	The answer to "Which dish is traditionally Bulgarian?" is: Sushi.
