id	lang_region	option_letter	input_text
ar-MA_077	ar-MA	C	What is the capital of Morocco? الرباط
ar-MA_077	ar-MA	D	What is the capital of Morocco? فاس
ar-MA_078	ar-MA	A	2. What is the official currency of Morocco? الدينار
ar-MA_078	ar-MA	B	2. What is the official currency of Morocco? الدرهم
ar-MA_078	ar-MA	C	2. What is the official currency of Morocco? الريال
ar-MA_078	ar-MA	D	2. What is the official currency of Morocco? اليورو
ar-MA_079	ar-MA	A	3. Which Moroccan city is famous for being known as the "Blue City"? طنجة
ar-MA_079	ar-MA	B	3. Which Moroccan city is famous for being known as the "Blue City"? شفشاون
ar-MA_079	ar-MA	C	3. Which Moroccan city is famous for being known as the "Blue City"? الصويرة
ar-MA_079	ar-MA	D	3. Which Moroccan city is famous for being known as the "Blue City"? أغادير
ar-MA_080	ar-MA	A	4. What is the most popular national drink in Morocco, served as a symbol of hospitality? القهوة
ar-MA_080	ar-MA	B	4. What is the most popular national drink in Morocco, served as a symbol of hospitality? عصير البرتقال
ar-MA_080	ar-MA	C	4. What is the most popular national drink in Morocco, served as a symbol of hospitality? الشاي بالنعناع
ar-MA_080	ar-MA	D	4. What is the most popular national drink in Morocco, served as a symbol of hospitality? الحليب باللوز
ar-MA_081	ar-MA	A	5. What is the name of the main mountain range that stretches across Morocco? جبال الألب
ar-MA_081	ar-MA	B	5. What is the name of the main mountain range that stretches across Morocco? جبال البرانس
ar-MA_081	ar-MA	C	5. What is the name of the main mountain range that stretches across Morocco? جبال الأطلس
ar-MA_081	ar-MA	D	5. What is the name of the main mountain range that stretches across Morocco? جبال القوقاز
ar-MA_082	ar-MA	A	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? الكسكس
ar-MA_082	ar-MA	B	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? الطاجين
ar-MA_082	ar-MA	C	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? الحريرة
ar-MA_082	ar-MA	D	6. Which of these dishes is a traditional Moroccan dish made from semolina and often served with meat and vegetables? البسطيلة
ar-MA_083	ar-MA	A	7. What is the term used for the traditional market in Morocco? قصبة
ar-MA_083	ar-MA	B	7. What is the term used for the traditional market in Morocco? رياض
ar-MA_083	ar-MA	C	7. What is the term used for the traditional market in Morocco? سوق
ar-MA_083	ar-MA	D	7. What is the term used for the traditional market in Morocco? مدينة
ar-SA_084	ar-SA	A	1- Which regions in the Kingdom of Saudi Arabia are famous for mango cultivation during the summer season? الطائف
ar-SA_084	ar-SA	B	1- Which regions in the Kingdom of Saudi Arabia are famous for mango cultivation during the summer season? أبها
ar-SA_084	ar-SA	C	1- Which regions in the Kingdom of Saudi Arabia are famous for mango cultivation during the summer season? تبوك
ar-SA_084	ar-SA	D	1- Which regions in the Kingdom of Saudi Arabia are famous for mango cultivation during the summer season? جازان
ar-SA_085	ar-SA	A	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? راشد الماجد
ar-SA_085	ar-SA	B	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? محمد عبده
ar-SA_085	ar-SA	C	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? رابح صقر
ar-SA_085	ar-SA	D	2- Who is the artist known as the "Artist of the Arabs" in the Kingdom of Saudi Arabia? طلال مداح
ar-SA_086	ar-SA	A	3- What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? ٢٢ فبراير
ar-SA_086	ar-SA	B	3- What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? ٣٠ فبراير
ar-SA_086	ar-SA	C	3- What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? ٢٣ سبتمبر
ar-SA_086	ar-SA	D	3- What is the day on which the Kingdom of Saudi Arabia celebrates its founding (Saudi Founding Day)? ٢٢ سبتمبر
ar-SA_087	ar-SA	A	4- What is the annual national day celebrated by the Kingdom of Saudi Arabia? ٢٢ فبراير
ar-SA_087	ar-SA	B	4- What is the annual national day celebrated by the Kingdom of Saudi Arabia? ٣٠ فبراير
ar-SA_087	ar-SA	C	4- What is the annual national day celebrated by the Kingdom of Saudi Arabia? ٢٣ سبتمبر
ar-SA_087	ar-SA	D	4- What is the annual national day celebrated by the Kingdom of Saudi Arabia? ٢٢ سبتمبر
ar-SA_088	ar-SA	A	5- Who is the best Saudi player currently at Al-Hilal Saudi Club? عبدالرحمن غريب
ar-SA_088	ar-SA	B	5- Who is the best Saudi player currently at Al-Hilal Saudi Club? سلطان الغنّام
ar-SA_088	ar-SA	C	5- Who is the best Saudi player currently at Al-Hilal Saudi Club? محمد الشلهوب
ar-SA_088	ar-SA	D	5- Who is the best Saudi player currently at Al-Hilal Saudi Club? سالم الدوسري
ar-SA_089	ar-SA	A	6. In which city is the historic Masmak Fortress located? المدينة
ar-SA_089	ar-SA	B	6. In which city is the historic Masmak Fortress located? الرياض
ar-SA_089	ar-SA	C	6. In which city is the historic Masmak Fortress located? مكة المكرمة
ar-SA_089	ar-SA	D	6. In which city is the historic Masmak Fortress located? الدمام
ar-SA_090	ar-SA	A	7- Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? الطائف
ar-SA_090	ar-SA	B	7- Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? الباحة
ar-SA_090	ar-SA	C	7- Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? أبها
ar-SA_090	ar-SA	D	7- Which city is famous for rose cultivation and trade in the Kingdom of Saudi Arabia? القصيم
en-AU_091	en-AU	A	What are 3 things every Australian town had when it was first formed? church, post office, pub
en-AU_091	en-AU	B	What are 3 things every Australian town had when it was first formed? church, dance hall, milkbar
en-AU_091	en-AU	C	What are 3 things every Australian town had when it was first formed? milkbar, church, shopping centre
en-AU_091	en-AU	D	What are 3 things every Australian town had when it was first formed? grocery store, gas station, pharmacy
en-AU_092	en-AU	A	What footy team would Bob barrack for if his grandfather lived in Fitzroy? Brisbane Lions
en-AU_092	en-AU	B	What footy team would Bob barrack for if his grandfather lived in Fitzroy? Essendon
en-AU_092	en-AU	C	What footy team would Bob barrack for if his grandfather lived in Fitzroy? Carlton
en-AU_092	en-AU	D	What footy team would Bob barrack for if his grandfather lived in Fitzroy? Bombers
en-AU_093	en-AU	A	Where did the first fleet arrive in Australia? Botany Bay, NSW
en-AU_093	en-AU	B	Where did the first fleet arrive in Australia? Queensland, Brisbane
en-AU_093	en-AU	C	Where did the first fleet arrive in Australia? Melbourne, Victoria
en-AU_093	en-AU	D	Where did the first fleet arrive in Australia? Perth, Western Australia
en-AU_094	en-AU	A	What is a common four-word Australian phrase? """Don't worry about tomorrow!"""
en-AU_094	en-AU	B	What is a common four-word Australian phrase? """Handle your losses well"""
en-AU_094	en-AU	C	What is a common four-word Australian phrase? """She'll be right, mate"""
en-AU_094	en-AU	D	What is a common four-word Australian phrase? """Patty on the barbie"""
en-AU_095	en-AU	A	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience? Australia
en-AU_095	en-AU	B	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience? Red Dog
en-AU_095	en-AU	C	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience? The Tracker
en-AU_095	en-AU	D	What is the most famous Australian film?/ Film that introduced Australian culture to a general audience? Crocodile Dundee
en-AU_096	en-AU	A	Who was the most loved Australian prime minister? Daniel Andres
en-AU_096	en-AU	B	Who was the most loved Australian prime minister? John Howard
en-AU_096	en-AU	C	Who was the most loved Australian prime minister? Tony Abbott
en-AU_096	en-AU	D	Who was the most loved Australian prime minister? Bob Hawke
en-AU_097	en-AU	A	What do Australians need to do to prevent fires in summer? Water their gardens
en-AU_097	en-AU	B	What do Australians need to do to prevent fires in summer? Install fire management systems around their properties
en-AU_097	en-AU	C	What do Australians need to do to prevent fires in summer? Controlled burning/ hazard reduction burning
en-AU_097	en-AU	D	What do Australians need to do to prevent fires in summer? Plant more trees in their yards
eu-ES_098	eu-ES	A	What is the most typical traditional fast food of the Basque Country? Cicchetti
eu-ES_098	eu-ES	B	What is the most typical traditional fast food of the Basque Country? Sandwich
eu-ES_098	eu-ES	C	What is the most typical traditional fast food of the Basque Country? Pintxo
eu-ES_098	eu-ES	D	What is the most typical traditional fast food of the Basque Country? Kebab
eu-ES_099	eu-ES	A	What is the most popular traditional sport in the Basque Country? Esku-pilota
eu-ES_099	eu-ES	B	What is the most popular traditional sport in the Basque Country? Futbola
eu-ES_099	eu-ES	C	What is the most popular traditional sport in the Basque Country? Saskibaloia
eu-ES_099	eu-ES	D	What is the most popular traditional sport in the Basque Country? Hockeya
eu-ES_100	eu-ES	A	What is the most followed sport in the Basque Country? Esku-pilota
eu-ES_100	eu-ES	B	What is the most followed sport in the Basque Country? Futbola
eu-ES_100	eu-ES	C	What is the most followed sport in the Basque Country? Saskibaloia
eu-ES_100	eu-ES	D	What is the most followed sport in the Basque Country? Hockeya
eu-ES_101	eu-ES	A	What is the most famous traditional dance of the Basque Country? Flamenco
eu-ES_101	eu-ES	B	What is the most famous traditional dance of the Basque Country? Sardana
eu-ES_101	eu-ES	C	What is the most famous traditional dance of the Basque Country? Aurresku
eu-ES_101	eu-ES	D	What is the most famous traditional dance of the Basque Country? Jota
eu-ES_102	eu-ES	A	Traditionally, what have men used to cover their heads in the Basque Country? Txapela
eu-ES_102	eu-ES	B	Traditionally, what have men used to cover their heads in the Basque Country? Bisera
eu-ES_102	eu-ES	C	Traditionally, what have men used to cover their heads in the Basque Country? Zapia
eu-ES_102	eu-ES	D	Traditionally, what have men used to cover their heads in the Basque Country? Kaputxa
eu-ES_103	eu-ES	A	What is improvised poetry from the Basque Country called? Txapela
eu-ES_103	eu-ES	B	What is improvised poetry from the Basque Country called? Theater
eu-ES_103	eu-ES	C	What is improvised poetry from the Basque Country called? Bertsolaritza
eu-ES_103	eu-ES	D	What is improvised poetry from the Basque Country called? Maskarada
eu-ES_104	eu-ES	A	What is the most well-known newspaper written in the local language in the Basque Country? Deia
eu-ES_104	eu-ES	B	What is the most well-known newspaper written in the local language in the Basque Country? Berria
eu-ES_104	eu-ES	C	What is the most well-known newspaper written in the local language in the Basque Country? Marca
eu-ES_104	eu-ES	D	What is the most well-known newspaper written in the local language in the Basque Country? Diario Vasco
fr-FR_105	fr-FR	A	What will I do with this lark? Je la plumerai
fr-FR_105	fr-FR	B	What will I do with this lark? Je siffloterai en choeur avec elle
fr-FR_105	fr-FR	C	What will I do with this lark? Je lui caresserai la tête
fr-FR_105	fr-FR	D	What will I do with this lark? Je la libèrerai de sa cage
fr-FR_106	fr-FR	A	What color are all cats at night? beiges
fr-FR_106	fr-FR	B	What color are all cats at night? noirs
fr-FR_106	fr-FR	C	What color are all cats at night? gris
fr-FR_106	fr-FR	D	What color are all cats at night? blancs
fr-FR_107	fr-FR	A	What is usually served with a beef rib? Un champagne
fr-FR_107	fr-FR	B	What is usually served with a beef rib? Un vin blanc sec
fr-FR_107	fr-FR	C	What is usually served with a beef rib? Un vin blanc sucré
fr-FR_107	fr-FR	D	What is usually served with a beef rib? Un vin rouge
fr-FR_108	fr-FR	A	What do ducks do first when they come out of the water? Ils pondent un oeuf
fr-FR_108	fr-FR	B	What do ducks do first when they come out of the water? Ils font coin coin
fr-FR_108	fr-FR	C	What do ducks do first when they come out of the water? ils se secouent le bas des reins
fr-FR_108	fr-FR	D	What do ducks do first when they come out of the water? Ils se prennent le bec
fr-FR_109	fr-FR	A	What is a chocolatine? Un chocolat avec de la nougatine
fr-FR_109	fr-FR	B	What is a chocolatine? Un petit éclair au chocolat recouvert de noisettes
fr-FR_109	fr-FR	C	What is a chocolatine? Un mini gâteau au chocolat servi avec le café
fr-FR_109	fr-FR	D	What is a chocolatine? Un pain au chocolat
fr-FR_110	fr-FR	A	That year, I was singing... Pour et juste pour toi
fr-FR_110	fr-FR	B	That year, I was singing... Pour la belle Mathilda
fr-FR_110	fr-FR	C	That year, I was singing... Pour la première fois
fr-FR_110	fr-FR	D	That year, I was singing... Pour oublier le froid
fr-FR_111	fr-FR	A	Which cheese do we most often eat hot with a salad? Du camembert
fr-FR_111	fr-FR	B	Which cheese do we most often eat hot with a salad? Du reblochon
fr-FR_111	fr-FR	C	Which cheese do we most often eat hot with a salad? Du chèvre
fr-FR_111	fr-FR	D	Which cheese do we most often eat hot with a salad? Du rocquefort
fr-FR_112	fr-FR	A	Which fruit changes its name when it’s dried? L’abricot
fr-FR_112	fr-FR	B	Which fruit changes its name when it’s dried? La prune
fr-FR_112	fr-FR	C	Which fruit changes its name when it’s dried? Le raisin
fr-FR_112	fr-FR	D	Which fruit changes its name when it’s dried? La tomate
ga-IE_113	ga-IE	A	Ireland is often referred to as: Tír na Naomh agus na Scoláirí
ga-IE_113	ga-IE	B	Ireland is often referred to as: An Tír Íseal
ga-IE_113	ga-IE	C	Ireland is often referred to as: Tír na Deise
ga-IE_113	ga-IE	D	Ireland is often referred to as: An tÚll Mór
ga-IE_114	ga-IE	A	Who is famous for their role in the Battle of Clontarf? An Rí Anraí VIII
ga-IE_114	ga-IE	B	Who is famous for their role in the Battle of Clontarf? Brian Boru
ga-IE_114	ga-IE	C	Who is famous for their role in the Battle of Clontarf? Michael Collins
ga-IE_114	ga-IE	D	Who is famous for their role in the Battle of Clontarf? Brian O’Driscoll
ga-IE_115	ga-IE	A	Which is the famous Irish boxer? Katie Taylor
ga-IE_115	ga-IE	B	Which is the famous Irish boxer? Michelle O’Neill
ga-IE_115	ga-IE	C	Which is the famous Irish boxer? Andrea Corr
ga-IE_115	ga-IE	D	Which is the famous Irish boxer? Susan Jones
ga-IE_116	ga-IE	A	Which sport is associated with the "Six Nations"? Sacar
ga-IE_116	ga-IE	B	Which sport is associated with the "Six Nations"? Rugbaí
ga-IE_116	ga-IE	C	Which sport is associated with the "Six Nations"? Snámh
ga-IE_116	ga-IE	D	Which sport is associated with the "Six Nations"? Iománaíocht
ga-IE_117	ga-IE	A	Which of these Irish television channels are you following? RTÉ
ga-IE_117	ga-IE	B	Which of these Irish television channels are you following? MTV
ga-IE_117	ga-IE	C	Which of these Irish television channels are you following? Discovery Channel
ga-IE_117	ga-IE	D	Which of these Irish television channels are you following? Nickelodeon
ga-IE_118	ga-IE	A	Which province is the capital of Ireland located in? Mumhan
ga-IE_118	ga-IE	B	Which province is the capital of Ireland located in? Laighean
ga-IE_118	ga-IE	C	Which province is the capital of Ireland located in? Ulaidh
ga-IE_118	ga-IE	D	Which province is the capital of Ireland located in? Connacht
ga-IE_119	ga-IE	A	Where are the All-Ireland finals typically played for hurling and Gaelic football? Staidiam Aviva
ga-IE_119	ga-IE	B	Where are the All-Ireland finals typically played for hurling and Gaelic football? Páirc Uí Chaoimh
ga-IE_119	ga-IE	C	Where are the All-Ireland finals typically played for hurling and Gaelic football? Páirc an Chrócaigh
ga-IE_119	ga-IE	D	Where are the All-Ireland finals typically played for hurling and Gaelic football? An RDS
ta-LK_120	ta-LK	A	Who is the current president of Sri Lanka? ரணில் விக்கிரமசிங்க
ta-LK_120	ta-LK	B	Who is the current president of Sri Lanka? அனுர குமார திஸாநாயக்க
ta-LK_120	ta-LK	C	Who is the current president of Sri Lanka? மகிந்த ராஜபக்ஷ
ta-LK_120	ta-LK	D	Who is the current president of Sri Lanka? கோட்டாபய ராஜபக்ஷ
ta-LK_121	ta-LK	A	What is the tallest building in Sri Lanka? தாமரைக் கோபுரம் (Lotus Tower)
ta-LK_121	ta-LK	B	What is the tallest building in Sri Lanka? ஒன் கால்பேஸ் (One Galle Face)
ta-LK_121	ta-LK	C	What is the tallest building in Sri Lanka? கோகாவில்க் கோபுரம் (Kokavil Tower)
ta-LK_121	ta-LK	D	What is the tallest building in Sri Lanka? உலக வர்த்தக மையக் கோபுரம் (World Trade Center Tower)
ta-LK_122	ta-LK	A	Which animal primarily participates in the Perahera festival? யானை
ta-LK_122	ta-LK	B	Which animal primarily participates in the Perahera festival? குதிரை
ta-LK_122	ta-LK	C	Which animal primarily participates in the Perahera festival? மயில்
ta-LK_122	ta-LK	D	Which animal primarily participates in the Perahera festival? மாடு
ta-LK_123	ta-LK	A	In which province of Sri Lanka is the famous Temple of the Tooth located? மத்திய மாகாணம்
ta-LK_123	ta-LK	B	In which province of Sri Lanka is the famous Temple of the Tooth located? கிழக்கு மாகாணம்
ta-LK_123	ta-LK	C	In which province of Sri Lanka is the famous Temple of the Tooth located? தெற்கு மாகாணம்
ta-LK_123	ta-LK	D	In which province of Sri Lanka is the famous Temple of the Tooth located? மேற்கு மாகாணம்
ta-LK_124	ta-LK	A	Which animal is featured on the Sri Lankan national flag? சிங்கம்
ta-LK_124	ta-LK	B	Which animal is featured on the Sri Lankan national flag? புலி
ta-LK_124	ta-LK	C	Which animal is featured on the Sri Lankan national flag? யானை
ta-LK_124	ta-LK	D	Which animal is featured on the Sri Lankan national flag? மயில்
ta-LK_125	ta-LK	A	What was the natural disaster that caused massive destruction and loss of life in Sri Lanka in December 2004? சுழல்காற்று
ta-LK_125	ta-LK	B	What was the natural disaster that caused massive destruction and loss of life in Sri Lanka in December 2004? சுனாமி
ta-LK_125	ta-LK	C	What was the natural disaster that caused massive destruction and loss of life in Sri Lanka in December 2004? காட்டுத் தீ
ta-LK_125	ta-LK	D	What was the natural disaster that caused massive destruction and loss of life in Sri Lanka in December 2004? வெள்ளம்
ta-LK_126	ta-LK	A	What is Sri Lanka's commercial capital? கொழும்பு
ta-LK_126	ta-LK	B	What is Sri Lanka's commercial capital? கண்டி
ta-LK_126	ta-LK	C	What is Sri Lanka's commercial capital? யாழ்ப்பாணம்
ta-LK_126	ta-LK	D	What is Sri Lanka's commercial capital? காலி
tl-PH_127	tl-PH	A	What is the traditional attire for men in the Philippines that is typically worn during formal occasions? Baro't Saya
tl-PH_127	tl-PH	B	What is the traditional attire for men in the Philippines that is typically worn during formal occasions? Kimona
tl-PH_127	tl-PH	C	What is the traditional attire for men in the Philippines that is typically worn during formal occasions? Barong Tagalog
tl-PH_127	tl-PH	D	What is the traditional attire for men in the Philippines that is typically worn during formal occasions? Salakot
tl-PH_128	tl-PH	A	Which of the following is the main ingredient of adobo? Luya at gata
tl-PH_128	tl-PH	B	Which of the following is the main ingredient of adobo? Toyo at suka
tl-PH_128	tl-PH	C	Which of the following is the main ingredient of adobo? Asukal at gatas
tl-PH_128	tl-PH	D	Which of the following is the main ingredient of adobo? Bagoong at kamatis
tl-PH_129	tl-PH	A	What is the traditional dance called that uses bamboo? Pandanggo sa Ilaw
tl-PH_129	tl-PH	B	What is the traditional dance called that uses bamboo? Tinikling
tl-PH_129	tl-PH	C	What is the traditional dance called that uses bamboo? Carinosa
tl-PH_129	tl-PH	D	What is the traditional dance called that uses bamboo? Maglalatik
tl-PH_130	tl-PH	A	Who is known as the national hero of the Philippines? Andres Bonifacio
tl-PH_130	tl-PH	B	Who is known as the national hero of the Philippines? Emilio Aguinaldo
tl-PH_130	tl-PH	C	Who is known as the national hero of the Philippines? Apolinario Mabini
tl-PH_130	tl-PH	D	Who is known as the national hero of the Philippines? Jose Rizal
tl-PH_131	tl-PH	A	Which of the following is an example of a serenade? Pagbibigay ng regalo tuwing Pasko
tl-PH_131	tl-PH	B	Which of the following is an example of a serenade? Pag-awit sa ilalim ng bintana ng nililigawan
tl-PH_131	tl-PH	C	Which of the following is an example of a serenade? Pagkanta sa karaoke kasama ang pamilya
tl-PH_131	tl-PH	D	Which of the following is an example of a serenade? Pagpapanood ng sine tuwing Sabado
tl-PH_132	tl-PH	A	Which month is Language Month typically held in the Philippines? Hunyo
tl-PH_132	tl-PH	B	Which month is Language Month typically held in the Philippines? Agosto
tl-PH_132	tl-PH	C	Which month is Language Month typically held in the Philippines? Setyembre
tl-PH_132	tl-PH	D	Which month is Language Month typically held in the Philippines? Oktubre
tl-PH_133	tl-PH	A	What is the term for small local government units or communities in the Philippines that are headed by a captain? Barangay
tl-PH_133	tl-PH	B	What is the term for small local government units or communities in the Philippines that are headed by a captain? Tribo
tl-PH_133	tl-PH	C	What is the term for small local government units or communities in the Philippines that are headed by a captain? Sultanato
tl-PH_133	tl-PH	D	What is the term for small local government units or communities in the Philippines that are headed by a captain? Lalawigan
tl-PH_134	tl-PH	A	What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24? Pabasa
tl-PH_134	tl-PH	B	What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24? Simbang Gabi
tl-PH_134	tl-PH	C	What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24? Misa de Gallo
tl-PH_134	tl-PH	D	What is the Filipino tradition during Christmas Eve, where people attend mass from December 16 to 24? Pasyon
bg-BG_135	bg-BG	A	What is the capital of Bulgaria? Пловдив
bg-BG_135	bg-BG	B	What is the capital of Bulgaria? Варна
bg-BG_135	bg-BG	C	What is the capital of Bulgaria? София
bg-BG_135	bg-BG	D	What is the capital of Bulgaria? Русе
bg-BG_136	bg-BG	A	What is Bulgaria's national holiday? 3 март
bg-BG_136	bg-BG	B	What is Bulgaria's national holiday? 6 май
bg-BG_136	bg-BG	C	What is Bulgaria's national holiday? 24 май
bg-BG_136	bg-BG	D	What is Bulgaria's national holiday? 1 март
bg-BG_137	bg-BG	A	What is the name of the Bulgarian alphabet? Латиница
bg-BG_137	bg-BG	B	What is the name of the Bulgarian alphabet? Гръцка
bg-BG_137	bg-BG	C	What is the name of the Bulgarian alphabet? Глаголица
bg-BG_137	bg-BG	D	What is the name of the Bulgarian alphabet? Кирилица
bg-BG_138	bg-BG	A	Which Bulgarian revolutionary is known as the Apostle of Freedom? Христо Ботев
bg-BG_138	bg-BG	B	Which Bulgarian revolutionary is known as the Apostle of Freedom? Георги Бенковски
bg-BG_138	bg-BG	C	Which Bulgarian revolutionary is known as the Apostle of Freedom? Панайот Волов
bg-BG_138	bg-BG	D	Which Bulgarian revolutionary is known as the Apostle of Freedom? Васил Левски
bg-BG_139	bg-BG	A	What do we celebrate on May 24? Великден
bg-BG_139	bg-BG	B	What do we celebrate on May 24? Ден на независимостта
bg-BG_139	bg-BG	C	What do we celebrate on May 24? Ден на труда
bg-BG_139	bg-BG	D	What do we celebrate on May 24? Ден на българската просвета и култура и на славянската писменост
bg-BG_140	bg-BG	A	Who is the author of the novel "Under the Yoke"? Алеко Константинов
bg-BG_140	bg-BG	B	Who is the author of the novel "Under the Yoke"? Пенчо Славейков
bg-BG_140	bg-BG	C	Who is the author of the novel "Under the Yoke"? Иван Вазов
bg-BG_140	bg-BG	D	Who is the author of the novel "Under the Yoke"? Пейо Яворов
bg-BG_141	bg-BG	A	Which dish is traditionally Bulgarian? Пица
bg-BG_141	bg-BG	B	Which dish is traditionally Bulgarian? Шопска салата
bg-BG_141	bg-BG	C	Which dish is traditionally Bulgarian? Суши
bg-BG_141	bg-BG	D	Which dish is traditionally Bulgarian? Бургер
ja-JP_142	ja-JP	A	What is Japan's current year in the Japanese calendar as of 2025? 昭和
ja-JP_142	ja-JP	B	What is Japan's current year in the Japanese calendar as of 2025? 令和
ja-JP_142	ja-JP	C	What is Japan's current year in the Japanese calendar as of 2025? 平成
ja-JP_142	ja-JP	D	What is Japan's current year in the Japanese calendar as of 2025? 明治
ja-JP_143	ja-JP	A	Which one would you say is the typical Japanese breakfast? ピザ
ja-JP_143	ja-JP	B	Which one would you say is the typical Japanese breakfast? 味噌汁
ja-JP_143	ja-JP	C	Which one would you say is the typical Japanese breakfast? バゲット
ja-JP_143	ja-JP	D	Which one would you say is the typical Japanese breakfast? アイスクリーム
ja-JP_144	ja-JP	A	Which one would you say is Tokyo's symbol? 太陽の塔
ja-JP_144	ja-JP	B	Which one would you say is Tokyo's symbol? 電波塔
ja-JP_144	ja-JP	C	Which one would you say is Tokyo's symbol? 名古屋ドーム
ja-JP_144	ja-JP	D	Which one would you say is Tokyo's symbol? 東京タワー
ja-JP_145	ja-JP	A	Which is the smartest private university in Tokyo? 慶應
ja-JP_145	ja-JP	B	Which is the smartest private university in Tokyo? 駒場
ja-JP_145	ja-JP	C	Which is the smartest private university in Tokyo? 青学
ja-JP_145	ja-JP	D	Which is the smartest private university in Tokyo? 中央
ja-JP_146	ja-JP	A	What is the sports drink that Japanese people are familiar with? ポカリ
ja-JP_146	ja-JP	B	What is the sports drink that Japanese people are familiar with? ドクターペッパー
ja-JP_146	ja-JP	C	What is the sports drink that Japanese people are familiar with? ゲータレード
ja-JP_146	ja-JP	D	What is the sports drink that Japanese people are familiar with? レモネード
ja-JP_147	ja-JP	A	What comes to mind when you think of Japanese tea? グリーンティ
ja-JP_147	ja-JP	B	What comes to mind when you think of Japanese tea? アールグレイ
ja-JP_147	ja-JP	C	What comes to mind when you think of Japanese tea? カモミール
ja-JP_147	ja-JP	D	What comes to mind when you think of Japanese tea? ジャスミンティー
ja-JP_148	ja-JP	A	Things you can't buy at convenience stores おにぎり
ja-JP_148	ja-JP	B	Things you can't buy at convenience stores タバコ
ja-JP_148	ja-JP	C	Things you can't buy at convenience stores お酒
ja-JP_148	ja-JP	D	Things you can't buy at convenience stores 電車の切符
